,선명,역명,주소,위도,경도
268,8호선,석촌,서울특별시 송파구 송파대로 지하439(석촌동),37.5024352,127.1026694
269,8호선,송파,서울특별시 송파구 송파대로 지하354(가락동),37.4956865,127.1184047
270,8호선,수진,경기도 성남시 수정구 산성대로 지하200(수진동),37.439935,127.1335333
271,8호선,신흥,경기도 성남시 수정구 산성대로 지하280(신흥동),37.4500047,127.1508982
272,8호선,암사,서울특별시 강동구 올림픽로 지하776(암사동),37.550148,127.127519
273,8호선,잠실(송파구청),서울특별시 송파구 올림픽로 305(신천동),37.5149112,127.1040804
274,8호선,장지,서울특별시 송파구 송파대로 지하82(장지동),37.4768715,127.1320663
275,8호선,천호(풍납토성),서울특별시 강동구 천호대로 지하997(천호동),37.5443765,127.1276202
0,1호선,가산디지털단지,서울특별시 금천구 벚꽃로 309,37.4824123,126.8822401
1,1호선,개봉,서울특별시 구로구 경인로40길 47,37.4949138,126.859724
2,1호선,광운대,노원구 석계로 98-2,37.6234098,127.0622569
3,1호선,구로,서울특별시 구로구 구로중앙로 174,37.5025798,126.8821545
4,1호선,구일,서울시 구로구 구일로 133,37.4972421,126.8719888
5,1호선,금천구청,서울특별시 금천구 시흥대로63길 91  ,37.4569435,126.8941786
6,1호선,남영,서울특별시 용산구 한강대로77길 25  ,37.5416244,126.9712367
7,1호선,노량진,서울특별시 동작구 노량진로 151  ,37.5140077,126.9424338
8,1호선,녹천,서울특별시 도봉구 덕릉로 376,37.6456347,127.0509423
9,1호선,대방,서울특별시 영등포구 여의대방로 300,37.51331,126.9257017
10,1호선,도봉,서울특별시 도봉구 도봉로 170길 2,37.6752038,127.0448981
11,1호선,도봉산,서울특별시 도봉구 도봉로 948,37.6884439,127.0460563
12,1호선,독산,서울특별시 금천구 벚꽃로115,37.4665133,126.8892552
13,1호선,방학,서울시 도봉구 방학동 728,37.6655976,127.0444445
14,1호선,석계,서울특별시 노원구 화랑로 341,37.6158784,127.0653932
15,1호선,신길,서울특별시 영등포구 영등포로 327  ,37.516318,126.9170199
16,1호선,신도림,서울특별시 구로구 새말로 117-21  ,37.5087378,126.891109
17,1호선,신이문,서울특별시 동대문구 한천로 472,37.6051923,127.0691225
18,1호선,영등포,서울특별시 영등포구 경인로 846,37.5159228,126.9073727
19,1호선,오류동,서울시 구로구 경인로 20길 13,37.4952645,126.8449766
20,1호선,온수,서울시 구로구 부일로 872,37.4922795,126.8239982
21,1호선,외대앞,서울특별시 동대문구 휘경로 27  ,37.5997138,127.0661704
22,1호선,용산,서울 용산구 한강대로23길 55,37.529557,126.9641567
23,1호선,월계,서울시 노원구 월계로 53길 40,37.6350712,127.0589572
24,1호선,창동,서울특별시 도봉구 마들로 11길 77(창동역 1호선),37.6533776,127.0476817
