호선명,역명,사용월,04시-05시 승하차인원,05시-06시 승하차인원,06시-07시 승하차인원,07시-08시 승하차인원,08시-09시 승하차인원,09시-10시 승하차인원,10시-11시 승하차인원,11시-12시 승하차인원,12시-13시 승하차인원,13시-14시 승하차인원,14시-15시 승하차인원,15시-16시 승하차인원,16시-17시 승하차인원,17시-18시 승하차인원,18시-19시 승하차인원,19시-20시 승하차인원,20시-21시 승하차인원,21시-22시 승하차인원,22시-23시 승하차인원,23시-24시 승하차인원,00시-01시 승하차인원,01시-02시 승하차인원,02시-03시 승하차인원,03시-04시 승하차인원,총 승차인원,지하철역,주소
5호선,양평,2629183,21,37304,130976,436328,847603,341793,180136,170191,183531,189657,178510,196157,234364,365650,682833,316971,205141,183382,161890,91411,23303,64,15,0,5157231,양평,서울특별시
5호선,여의나루,2629183,94,35038,183887,580260,1026725,456574,360647,384354,446764,526849,609273,713568,836881,1154131,1380194,774200,703194,560796,430941,167722,20112,129,13,0,11352346,여의나루,서울특별시
5호선,여의도,2629183,73,69251,392073,1916703,3029481,1229504,608382,682158,671943,778035,769739,848175,1049347,2237130,2778384,1123798,884157,751365,485046,196324,42112,248,197,0,20543625,여의도,서울특별시
5호선,영등포구청,2629183,17,22892,62429,177344,447573,197099,112206,109595,115461,122791,123030,131179,151594,218132,414447,162258,106246,101321,83987,46092,9580,42,15,0,2915330,영등포구청,서울특별시
5호선,영등포시장,2629183,39,45730,144399,463728,914348,487342,347230,347039,414789,468163,421743,436497,503854,622495,919015,465229,308109,290559,243792,136210,26273,103,59,0,8006745,영등포시장,서울특별시
5호선,오금,2629183,94,18787,68532,218837,374022,159150,108826,103935,117740,113602,112637,132367,165962,212816,285721,140010,93562,81002,76728,44828,11169,21,12,0,2640360,오금,서울특별시
5호선,오목교,2629183,38,88617,310716,1011625,1608739,1081234,711786,712416,763786,810118,809103,867384,1042949,1323883,1850545,1095560,835252,700131,608209,268311,56537,154,79,0,16557172,오목교(목동운동장앞),서울특별시
5호선,올림픽공원,2629183,372,28324,120203,225511,290914,200746,182690,170793,201102,195069,199881,229016,259607,280207,273619,182955,138306,148648,122922,58565,10356,36,3,0,3519845,올림픽공원(한국체대),서울특별시
5호선,왕십리,2629183,277,30459,65399,157434,349606,188784,151949,158143,174802,191738,194533,204872,241708,289953,409955,233224,170892,169643,144127,76392,33393,3333,126,74,3640816,왕십리,서울특별시
5호선,우장산,2629183,8,96316,342249,917181,1046514,604434,481300,469662,517987,531849,513410,585263,688382,748764,946836,706529,436678,392624,384720,206274,46964,132,25,2,10664103,우장산,서울특별시
5호선,을지로4가,2629183,18,13817,95344,254670,595358,280727,199755,218791,223662,232994,236597,241395,267233,417097,582900,241514,151168,131164,91753,46433,8547,57,26,0,4531020,을지로4가,서울특별시
5호선,장한평,2629183,383,109321,389812,980045,1800880,866766,557113,510990,536476,540095,516547,578041,732528,1002411,1605444,914323,544379,480889,418419,239121,56578,1656,60,0,13382277,장한평,서울특별시
5호선,종로3가,2629183,772,25631,98477,227453,590412,510848,475613,573184,649725,675928,688987,725642,808162,955666,1198851,692747,551166,578520,468702,251549,40271,504,127,3,10788940,종로3가(탑골공원),서울특별시
5호선,천호,2629183,796,115024,328320,614351,990905,758555,644808,686794,746701,799325,814688,907830,1021967,1207537,1415580,997591,734066,587500,476804,258773,61869,363,57,0,14170204,천호(풍납토성),서울특별시
5호선,청구,2629183,54,23777,62583,139134,324598,185161,124919,117344,121783,129068,128197,135258,162717,202171,306813,188851,124542,108367,100623,56917,12531,55,17,0,2755480,청구,서울특별시
5호선,충정로,2629183,218,14869,52588,233866,550026,220805,110295,110589,108948,126235,126603,122981,145287,264618,478095,167825,116852,112303,93802,50116,10639,844,26,1,3218431,충정로(경기대입구),서울특별시
5호선,행당,2629183,286,60245,180660,469814,681592,366539,255176,238833,254862,252339,249178,279200,317651,385969,534986,353577,236108,216033,188123,103751,27672,119,17,1,5652731,행당,서울특별시
5호선,화곡,2629183,3704,316051,663256,1692480,2320328,1268479,838523,791620,849280,863222,826711,910709,1127450,1379676,2064834,1472074,917800,851092,733068,432682,111298,323,70,7,20434737,화곡,서울특별시
6호선,고려대,2629183,337,58650,156916,425034,730045,387598,300502,268148,277090,337714,272161,323197,422633,486152,611479,379718,260113,272658,252194,153752,36761,727,1,0,6413580,고려대(종암),서울특별시
6호선,공덕,2629183,1592,89350,241313,765442,1689551,918838,531258,513287,539646,557725,554638,609370,714342,1102871,1643564,798622,563150,549125,456471,259540,69920,1513,18,0,13171146,공덕,서울특별시
6호선,광흥창,2629183,59,54980,160491,452758,799297,464599,306220,287922,315763,297335,288375,323203,356509,479191,703188,401324,257236,233704,204838,110090,25677,82,0,0,6522841,광흥창(서강),서울특별시
6호선,구산,2629183,99,72127,178950,477649,584370,319524,233434,234958,250724,240176,223048,261767,320234,318587,392841,332214,190499,173165,152361,83724,22363,38,0,0,5062852,구산,서울특별시
6호선,녹사평,2629183,542,24551,76906,181108,321471,193578,157487,161814,180932,204229,199422,229318,282709,343203,430134,279862,212479,213887,191181,111618,20040,75,0,0,4016546,녹사평(용산구청),서울특별시
6호선,대흥,2629183,204,43391,120499,386001,716831,423623,344996,296580,346056,384899,322931,358088,430132,534477,637421,377724,263352,257468,257474,136344,28743,138,0,0,6667372,대흥(서강대앞),서울특별시
6호선,독바위,2629183,23,32481,75837,203459,205890,126600,101327,85453,95728,88276,86950,97270,116792,128336,184936,156274,93850,78352,75197,49145,15906,27,0,0,2098109,독바위,서울특별시
6호선,돌곶이,2629183,185,96589,229202,578149,772060,449859,327382,279257,315016,324470,317777,339314,383540,469404,607178,483380,288140,250811,236923,136087,38382,112,2,0,6923219,돌곶이,서울특별시
6호선,동묘앞,2629183,2011,71141,115914,228976,489877,394870,334100,370394,414355,423857,441024,457214,481610,487387,516567,322903,227894,207565,185669,139704,30378,1148,8,0,6344566,동묘앞,서울특별시
6호선,디지털미디어시티,2629183,1588,112006,344519,1010456,1629586,761603,389212,338087,363081,363387,353293,399350,535510,807554,1246016,722258,418149,371315,344339,186841,61883,157,3,0,10760193,디지털미디어시티,서울특별시
6호선,마포구청,2629183,224,116282,266902,703048,1182348,671674,453163,418459,463042,465996,437777,489940,549471,701039,1013506,633228,432025,382316,363083,207137,44913,113,1,0,9995687,마포구청,서울특별시
6호선,망원,2629183,81,83448,196756,465591,902258,685307,503737,547443,623042,665322,647691,715443,772816,901786,1156541,789812,532140,490042,409757,235774,40682,94,0,0,11365563,망원,서울특별시
6호선,버티고개,2629183,58,14534,38912,96989,166545,106026,77782,69618,75960,77982,76422,88594,95792,121029,158949,104914,68196,63739,57892,33860,7509,465,2,0,1601769,버티고개,서울특별시
6호선,보문,2629183,282,57190,143614,399449,684894,355914,235890,219936,239555,248932,225830,254074,304557,370518,528639,340385,234287,224709,218572,146356,38455,92,0,0,5472130,보문,서울특별시
6호선,봉화산,2629183,305,78011,231727,698776,683069,354654,269556,243111,267523,271513,255407,281740,326842,421176,545435,458807,272299,232428,221422,130660,40081,2291,0,0,6286833,봉화산(서울의료원),서울특별시
6호선,불광,2629183,342,26808,79767,190762,260755,188164,149134,162989,178601,194697,199431,223852,245121,260640,318182,220469,143215,124328,98381,59952,17604,47,0,0,3343241,불광,서울특별시
6호선,삼각지,2629183,182,30571,117197,304005,536573,291831,211186,225029,247172,271978,263173,291224,340953,450438,577305,295588,222653,211952,199564,113308,24962,100,0,0,5226944,삼각지,서울특별시
6호선,상수,2629183,838,74229,120936,216038,503093,493953,343189,338455,406298,453767,425959,438380,528084,659362,832423,572105,428674,428260,417038,298164,61172,155,0,0,8040572,상수,서울특별시
6호선,상월곡,2629183,138,72354,141636,361884,545549,299930,235580,210106,205484,212751,204210,214188,260626,300948,382730,304121,175330,187876,151781,99297,25485,70,0,0,4592074,상월곡(한국과학기술연구원),서울특별시
6호선,새절,2629183,344,148539,318508,789562,995036,572108,385609,369300,405077,415246,379015,444117,528289,611867,815328,641144,389178,347461,309152,194746,61523,239,16,0,9121404,새절(신사),서울특별시
6호선,석계,2629183,14240,132464,322886,735592,898897,524069,404032,394131,416461,427438,407918,453327,553831,645395,874283,704242,420492,381454,353175,224990,61019,187,0,0,9350523,석계,서울특별시
6호선,신내,2629183,0,0,1,5,10,19,10,10,10,9,6,5,10,8,22,13,0,4,1,4,4,0,0,0,151,신내,서울특별시
6호선,신당,2629183,1154,89832,154896,276848,620399,406676,282534,272699,298962,301255,268032,290208,375189,442144,580379,437368,297263,297246,317104,188375,39779,345,1,0,6238688,신당,서울특별시
6호선,안암,2629183,215,46361,148058,339358,758832,599379,624614,483359,474870,570794,475022,580082,672942,812166,793909,488510,374893,391398,408739,269638,68603,1520,4,0,9383266,안암(고대병원앞),서울특별시
6호선,약수,2629183,71,20196,53689,135610,310253,185062,125080,121807,130874,138938,130016,146562,163538,208353,286180,159032,107382,104929,91700,49169,12985,27,0,0,2681453,약수,서울특별시
6호선,역촌,2629183,32,30930,101019,245705,322273,166441,123783,125271,143884,141315,132859,139582,170294,201878,292924,223996,126285,123432,105553,70431,18011,16,0,0,3005914,역촌,서울특별시
6호선,연신내,2629183,0,0,4,41,24,12,14,15,17,8,33,15,22,27,25,24,8,9,8,16,2,0,0,0,324,연신내,서울특별시
6호선,월곡,2629183,259,96670,224516,617236,958060,559180,423562,394033,397556,419891,414921,440567,551745,621257,871610,588593,370322,342525,284121,178414,44841,127,0,0,8800006,월곡(동덕여대),서울특별시
6호선,월드컵경기장,2629183,16,27556,87018,175297,255274,198745,222125,250308,280913,316475,328514,360863,390993,363013,448153,293017,162882,178689,180539,51277,8958,16,0,0,4580641,월드컵경기장(성산),서울특별시
6호선,응암,2629183,241,163411,425419,1043390,1384266,765732,547117,521358,572029,563937,549540,613546,718792,880874,1255716,957289,628358,519639,472375,294050,76583,147,0,0,12953809,응암,서울특별시
6호선,이태원,2629183,1343,155289,209862,274348,532439,445258,352949,359999,413817,447581,470411,528276,649087,780029,948570,755300,600017,590838,564394,409231,90988,376,1,0,9580403,이태원,서울특별시
6호선,증산,2629183,357,109795,249833,583547,762515,461074,323154,306444,325728,331177,322771,358305,426696,505175,713986,531507,329520,312001,268775,159688,45135,95,0,0,7427278,증산(명지대앞),서울특별시
6호선,창신,2629183,140,37520,94118,259247,301422,165660,110949,99573,105747,105507,97148,113012,138798,153406,184338,136460,98882,86329,78058,48028,11923,15,0,0,2426280,창신,서울특별시
6호선,청구,2629183,139,28405,70007,177438,414526,223367,117252,111953,109769,121209,114809,125522,151289,174730,263082,178210,109488,97587,86803,49102,12380,49,18,6,2737140,청구,서울특별시
6호선,태릉입구,2629183,153,68031,130346,296678,408477,253241,198955,222571,212761,224267,227456,235639,282650,325458,446599,341601,202766,195418,171778,123933,47273,175,0,0,4616226,태릉입구,서울특별시
6호선,한강진,2629183,791,22488,124110,304566,591295,431568,302931,324919,348248,434837,401563,481732,614363,736902,850837,496291,342144,349217,368777,90349,27265,1946,67,0,7647206,한강진,서울특별시
6호선,합정,2629183,245,68015,167171,389893,826083,582684,395924,433547,477298,533239,522680,564281,655273,839419,1197503,773656,557232,580572,517542,315156,59397,161,0,0,10456971,합정,서울특별시
6호선,화랑대,2629183,304,92348,314577,874367,924929,496225,342359,323376,324527,350565,308853,355641,425980,523187,650054,516566,306606,278144,243883,156440,47193,444,0,0,7856568,화랑대(서울여대입구),서울특별시
6호선,효창공원앞,2629183,204,40447,120976,318745,657654,385946,251682,228719,241218,251599,229632,250072,307889,374024,561202,306534,200159,183982,156984,96849,29453,66,0,0,5194036,효창공원앞,서울특별시
7호선,가산디지털단지,2629183,8938,176522,484754,1870916,5175528,2947816,986241,752830,813976,898093,913094,1017671,1315601,2935673,4343554,1890708,1057130,856970,518909,254609,54231,96,7,0,29273867,가산디지털단지,서울특별시
7호선,강남구청,2629183,310,45874,241428,524454,1516938,1456345,652519,460471,451292,507852,509105,550726,620880,872754,1438922,856739,538367,506001,387669,178479,41605,42,0,0,12358772,강남구청,서울특별시
7호선,건대입구,2629183,792,65456,163095,400325,733997,589767,508111,488300,529900,586087,600732,652701,721015,899407,996945,688052,555571,473920,422472,233663,67173,2612,4,0,10380097,건대입구,서울특별시
7호선,고속터미널,2629183,344,49479,316989,609431,897011,778605,676610,693892,661660,716270,699877,737901,805864,1011093,1005196,658195,595500,536996,399955,151784,18320,132,1,0,12021105,고속터미널,서울특별시
7호선,공릉,2629183,313,93417,243558,619933,852402,538917,401044,378406,434066,445940,425585,477706,573591,642474,828165,641314,403609,370297,344962,216484,59209,115,0,0,8991507,공릉(서울과학기술대),서울특별시
7호선,군자,2629183,531,125279,275052,589743,1131824,735608,430482,388478,415090,434534,426203,475718,557331,709316,1001481,702021,478101,448470,384583,217902,56405,599,24,0,9984775,군자(능동),서울특별시
7호선,남구로,2629183,1100,249146,307180,802101,1700942,900175,449837,375004,378295,394071,365337,427564,572819,937762,1335468,704451,422215,382370,294413,149596,29511,49,0,0,11179406,남구로,서울특별시
7호선,남성,2629183,224,91265,227487,584105,926700,590402,389953,360063,370016,381231,360632,398021,453908,535768,735797,522124,353477,325869,281388,164210,43210,118,0,0,8095968,남성,서울특별시
7호선,내방,2629183,68,48352,232058,555599,1437356,872208,465689,402482,429630,468252,454094,486871,565698,814502,1311124,618614,407844,381423,296306,141642,46890,2083,5,0,10438790,내방,서울특별시
7호선,노원,2629183,637,123713,287858,724124,1110703,921715,769752,803867,872432,925682,940837,1008309,1089015,1188102,1392431,1058619,708439,562027,512155,267319,70911,174,14,0,15338835,노원,서울특별시
7호선,논현,2629183,437,50608,253375,652696,1536152,1344642,605587,444531,449352,492312,523540,564467,660378,1052975,1689326,926033,579102,588130,528620,289394,61893,97,1,0,13293648,논현,서울특별시
7호선,대림,2629183,605,163915,163435,281726,522536,396157,363438,385879,364576,375274,381872,407246,446320,544029,561494,379334,278140,275259,225191,111373,19024,67,4,0,6646894,대림(구로구청),서울특별시
7호선,도봉산,2629183,739,79901,296681,753770,724321,484713,378441,323806,325868,317325,306708,350143,417584,456002,592138,574880,346401,289286,263432,166864,60168,1980,24,0,7511175,도봉산,서울특별시
7호선,뚝섬유원지,2629183,185,74344,177342,365730,568205,400982,267405,260485,296970,337967,362879,423482,500634,592103,732651,565831,457104,437040,359690,175186,33629,128,0,0,7389972,뚝섬유원지,서울특별시
7호선,마들,2629183,241,147333,373752,929479,963801,539931,410370,397754,430762,413571,405203,450020,501633,554319,750342,705515,408676,341721,318870,198583,55679,99,4,0,9297658,마들,서울특별시
7호선,먹골,2629183,121,110168,215500,534304,791054,460241,333004,326928,355057,350442,334083,376936,443642,523544,687213,564808,352364,307939,269053,155020,41380,1743,0,0,7534544,먹골,서울특별시
7호선,면목,2629183,779,178726,382750,852724,1291239,762451,515511,456279,512888,508458,476972,556303,701303,762294,960538,834751,495849,424593,386959,211801,61489,101,0,0,11334758,면목,서울특별시
7호선,반포,2629183,37,28608,174969,258978,401684,319696,210479,210025,228357,234092,234420,256278,351066,350157,385439,252329,186400,184107,145459,62963,12528,13,0,0,4488084,반포,서울특별시
7호선,보라매,2629183,140,68729,136132,381804,702095,356901,245240,233678,251713,250497,247067,266744,320738,406275,606443,365686,246801,225624,196010,108488,33275,424,0,0,5650504,보라매,서울특별시
7호선,사가정,2629183,307,167478,385145,865249,1236929,760264,537505,495612,535972,540916,527974,600011,704580,848936,1126239,904637,550371,484899,414067,234526,64102,121,0,0,11985840,사가정,서울특별시
7호선,상도,2629183,88,89147,227593,544914,870397,568972,440949,383763,409157,410897,412188,433864,513543,607731,820699,526823,380678,351606,323693,209258,50528,114,0,0,8576602,상도,서울특별시
7호선,상봉,2629183,5547,159119,363401,856041,1315760,736612,493945,481532,534654,547302,530840,574657,703761,861510,1214020,986081,617962,532764,484076,284888,103813,743,0,0,12389028,상봉(시외버스터미널),서울특별시
7호선,수락산,2629183,690,133579,342461,734108,861155,602269,486797,446112,475378,460583,458667,500751,565193,633493,788138,712296,432857,354094,304932,188192,59669,163,9,0,9541586,수락산,서울특별시
7호선,숭실대입구,2629183,131,86052,213599,587375,973662,664268,616096,501315,470055,532122,526762,525877,676896,782012,907415,640213,445784,428039,408354,259052,63543,121,0,0,10308743,숭실대입구(살피재),서울특별시
7호선,신대방삼거리,2629183,360,144855,310373,805261,1244625,765492,488189,447365,482996,474632,472535,509939,608560,717979,1065607,759957,493905,452355,385236,242391,72711,210,0,0,10945533,신대방삼거리,서울특별시
7호선,신풍,2629183,1739,185990,284781,675755,911680,552059,371482,343908,363811,365207,349063,391948,481535,592937,774808,533556,344254,312022,280505,148983,44108,4945,14,0,8315090,신풍,서울특별시
7호선,어린이대공원,2629183,101,55899,204306,466803,1247480,851095,688781,628120,608996,698693,680457,665489,793637,960689,1039288,645681,452908,440428,424674,261087,57050,177,2,0,11871841,어린이대공원(세종대),서울특별시
7호선,온수,2629183,1871,105256,267417,731744,911083,476126,269366,247066,276581,275002,257133,296552,397812,490959,677215,480930,297553,257626,222221,143336,67808,11685,2,0,7162344,온수(성공회대입구),서울특별시
7호선,용마산,2629183,77,72599,166056,355708,506762,300373,205937,178633,190108,191370,181442,210673,244542,281677,375485,299944,186457,172132,150314,90831,25914,28,0,0,4387062,용마산,서울특별시
7호선,장승배기,2629183,137,94916,207388,440762,724276,461958,329848,310482,320034,329652,313832,344068,399000,447298,613334,404473,277599,256129,223995,132078,38667,88,0,0,6670014,장승배기,서울특별시
7호선,중계,2629183,150,146451,377825,1006441,1159883,634280,455794,434184,492123,464698,423477,467888,568348,655491,804436,712085,427487,390331,349097,203153,54792,125,0,0,10228539,중계,서울특별시
7호선,중곡,2629183,39,88056,225448,600957,961325,538716,339983,305796,333581,332437,320900,370748,457407,552974,717047,521450,323570,289672,249051,131164,36440,78,0,0,7696839,중곡,서울특별시
7호선,중화,2629183,385,125354,260728,586701,896178,486917,338445,324219,355120,344637,335513,376455,455954,543940,726082,574174,350158,312314,277347,159622,43722,942,0,0,7874907,중화,서울특별시
7호선,천왕,2629183,175,115046,299338,796131,967780,526587,326649,298322,333823,329883,316335,359138,443830,542060,787630,591021,351187,294308,249501,152942,38877,1735,1,0,8122299,천왕,서울특별시
7호선,청담,2629183,545,83621,436984,920398,2141774,1440967,636995,509819,534840,561890,570676,645064,781746,1130107,1750070,893153,535453,490880,381217,132050,43156,93,0,0,14621498,청담,서울특별시
7호선,태릉입구,2629183,1866,111100,174018,394997,607449,420977,323900,335918,333417,348179,358008,384096,436791,513483,602939,453012,302254,275297,244074,138133,52138,14649,0,0,6826695,태릉입구,서울특별시
7호선,하계,2629183,248,123447,411407,1098451,1274662,787957,588340,579340,650651,646677,619926,692456,793526,879586,1054288,885547,559238,495247,439402,265280,71077,112,0,0,12916865,하계,서울특별시
7호선,학동,2629183,61,46921,392852,806720,2469617,1964260,848692,538831,522028,609025,622383,677056,804882,1288887,2339429,1157862,602458,541332,398845,172823,33732,35,0,0,16838731,학동,서울특별시
8호선,가락시장,2629183,1053,69897,158902,317433,661404,350270,279510,278325,275716,284968,296365,326498,354377,454755,624449,346079,259364,251738,200292,105921,37470,5459,29,0,5940274,가락시장,서울특별시
8호선,강동구청,2629183,196,77593,219151,585617,967601,493636,334121,311502,325026,346759,339593,371517,434241,547009,810929,468673,309313,290431,237843,122380,34246,58,0,0,7627435,강동구청,서울특별시
8호선,몽촌토성,2629183,25,40642,144052,281202,572803,335954,217111,222085,222971,230820,227630,249665,311934,381995,502131,295406,197398,191334,158058,81005,20197,49,0,0,4884467,몽촌토성(평화의문),서울특별시
8호선,문정,2629183,69,69967,259689,960351,2581791,1233147,552066,456575,467664,535574,552169,585376,678348,1329388,2041528,857077,546270,483148,382426,172859,33286,88,1,0,14778857,문정,서울특별시
8호선,복정,2629183,149,83173,242758,495326,686106,431448,285475,228522,281704,256693,249622,293169,385903,519096,675110,437049,284590,244711,219619,96800,19549,62,2,0,6416636,복정,서울특별시
8호선,석촌,2629183,25,45130,122264,315563,571908,408309,296826,298302,323437,337872,328841,350162,398765,498591,625557,396777,289021,266879,222336,118367,33007,499,1,0,6248439,석촌,서울특별시
8호선,송파,2629183,56,47814,185685,492562,678825,399781,303075,284481,308960,320158,310272,358292,416319,468335,603597,423506,258404,233281,206108,108907,26725,2166,0,0,6437309,송파,서울특별시
8호선,암사,2629183,597,201240,442375,1168229,1609632,854360,537109,500916,553281,548242,533449,592016,690991,865427,1207448,939187,565753,457295,449986,235913,58933,7680,1,0,13020060,암사,서울특별시
8호선,잠실,2629183,158,48534,190850,516926,1179711,713901,544868,598538,634955,685662,722075,812592,887307,1108305,1438103,808170,642972,586005,438995,169426,35478,761,0,0,12764292,잠실(송파구청),서울특별시
8호선,장지,2629183,248,109685,382980,946448,1351565,798763,524010,498719,557686,543766,561184,649495,787119,1010560,1285097,803531,573281,458354,369218,186808,37157,88,0,0,12435762,장지,서울특별시
8호선,천호,2629183,914,156730,363171,701810,1097765,720541,485646,484842,530970,560676,565646,644736,740508,965903,1262920,857273,568905,485437,402105,216321,63647,2826,6,0,11879298,천호(풍납토성),서울특별시
9호선,가양,2629183,1177,222054,461812,1335219,1673669,953792,666695,648722,696368,702939,680921,744896,897553,1109340,1541577,1069737,677912,628074,523434,300822,80635,1978,4,0,15619330,가양,서울특별시
9호선,고속터미널,2629183,213,47410,279931,472133,667742,658951,677850,723137,765044,817714,873386,946744,1046544,1128587,1203827,895427,705124,579538,494476,220274,29324,100,7,1,13233484,고속터미널,서울특별시
9호선,공항시장,2629183,104,46392,76008,156665,196275,125113,101640,100398,111932,111659,106284,119463,141143,160136,196514,167460,114631,99345,87383,59952,19236,69,1,0,2297803,공항시장,서울특별시
9호선,구반포,2629183,11,5234,33194,53164,82320,61759,37687,37750,43763,48931,47971,52814,64738,78151,92892,47085,29313,24411,20683,9624,3024,27,0,0,874546,구반포,서울특별시
9호선,국회의사당,2629183,12,34393,151077,631061,1994313,1041455,445400,428736,444740,500760,501787,475804,572271,1100144,1549243,584664,373630,353138,236409,95591,18526,153,0,0,11533307,국회의사당,서울특별시
9호선,김포공항,2629183,67,38721,216795,356986,434555,354025,396376,455306,470020,492178,503824,521098,563876,630085,676772,448392,291121,240233,194521,63664,17343,319,26,2,7366305,김포공항,서울특별시
9호선,노들,2629183,144,53194,94622,249630,339275,209139,159140,137991,150989,158307,151276,170783,193014,223571,302113,207028,143670,135940,113990,65209,14341,68,0,0,3273434,노들,서울특별시
9호선,노량진,2629183,4172,241575,504095,1343161,2028331,1174018,762704,751882,882794,974631,840237,904722,1066526,1417263,1910516,1179804,943866,1009350,1015512,470417,81015,195,27,2,19506815,노량진,서울특별시
9호선,당산,2629183,980,131288,320494,899099,1391755,790608,566911,577356,621580,632255,617940,660502,762853,1088235,1508806,999592,701291,678832,637866,381457,82077,3188,15,0,14054980,당산,서울특별시
9호선,동작,2629183,99,16023,42187,88434,123850,93547,82124,83787,83830,83696,82128,81878,88976,92831,109900,63786,44856,43695,40827,25634,12149,3003,1,0,1387241,동작(현충원),서울특별시
9호선,둔촌오륜,2629183,2,8233,35309,84850,82697,45771,29934,30394,30659,33606,32187,43699,74177,58302,65787,46392,27969,26746,25234,12738,3831,410,1,0,798928,둔촌오륜,서울특별시
9호선,등촌,2629183,148,83660,243823,676312,963698,475227,356018,353948,377340,377923,368649,411057,463520,552666,797112,593178,364474,288566,261268,166460,39077,142,0,0,8214266,등촌,서울특별시
9호선,마곡나루,2629183,96,71233,246295,637741,1063911,491616,325576,321204,343915,367990,370770,407413,486177,794753,1052695,663399,444408,414576,375741,217759,56942,1695,1,0,9155906,마곡나루,서울특별시
9호선,봉은사,2629183,43,42830,239426,599759,1527196,1129999,672031,667845,718468,788115,808440,838671,956635,1312332,1667913,866909,595777,541370,377366,124155,20857,114,0,0,14496251,봉은사,서울특별시
9호선,사평,2629183,11,13744,61265,200694,278085,157197,123089,120070,134092,143263,141437,151837,196476,218586,251838,179595,111827,100754,97780,47234,11222,29,0,0,2740125,사평,서울특별시
9호선,삼성중앙,2629183,12,18488,91125,276492,666137,507207,245423,190004,200162,219911,216368,232579,284916,447869,723397,350771,208794,188454,141287,72157,16132,38,0,0,5297723,삼성중앙,서울특별시
9호선,삼전,2629183,78,64835,123404,320694,579043,375814,226601,199687,219517,226521,217178,233657,270198,363870,524963,370006,244421,228330,200168,115629,30857,4981,0,0,5140452,삼전,서울특별시
9호선,샛강,2629183,89,27025,82654,267719,573481,251715,176928,180572,175665,192532,199775,207026,244040,403424,585791,254032,188715,180620,143868,75080,19699,83,0,0,4430533,샛강,서울특별시
9호선,석촌,2629183,17,44172,150669,378293,570930,443953,288433,277235,300453,312275,301069,308961,381687,472509,611844,460238,303232,301713,284697,142944,33351,100,1,0,6368776,석촌,서울특별시
9호선,석촌고분,2629183,22,40490,105351,284706,561793,360823,214639,192667,211481,215928,200511,226928,261972,328130,508041,324838,225506,202187,172403,99079,26243,62,0,0,4763800,석촌고분,서울특별시
9호선,선유도,2629183,13,42711,137655,476230,896035,404451,210379,214359,222882,228263,225692,248082,304478,495469,766597,386581,223246,197525,165396,90116,24688,70,2,0,5960920,선유도,서울특별시
9호선,선정릉,2629183,25,28093,140119,351252,961448,729807,362538,280391,281456,301031,304152,301906,366252,581931,906573,517079,290321,262990,223562,100600,24012,64,0,0,7315602,선정릉(한국과학창의재단),서울특별시
9호선,송파나루,2629183,24,29652,81703,209070,392965,259604,163233,181533,199637,213726,199651,207219,260517,322053,458689,316436,189016,188941,156072,81828,23739,48,1,0,4135357,송파나루,서울특별시
9호선,신논현,2629183,674,74963,346851,924550,1700599,1636451,1037786,962635,1024765,1131314,1138942,1199862,1442635,1908568,2618354,1695601,1139285,1153393,1050307,568898,96689,6593,39,0,22859754,신논현,서울특별시
9호선,신목동,2629183,20,31669,112819,312103,344633,169528,123362,118746,117541,124394,118296,123732,167486,203685,261775,188544,110969,115626,102056,55187,19293,1193,1,0,2922658,신목동,서울특별시
9호선,신반포,2629183,16,18819,180668,175611,227193,149612,126666,109304,124098,145126,143044,179297,264428,269973,263644,168522,112270,105502,87533,41095,7427,23,0,0,2899871,신반포,서울특별시
9호선,신방화,2629183,62,69049,180574,432615,508246,280037,219373,214640,241436,233178,221143,262127,299720,317669,464215,343329,222646,190121,167408,102619,29442,76,4,0,4999729,신방화,서울특별시
9호선,양천향교,2629183,134,72453,227602,546444,936176,420486,272254,259935,294319,288429,291807,310507,368299,521219,780352,485594,310963,268810,245740,154149,42578,127,0,0,7098377,양천향교,서울특별시
9호선,언주,2629183,13,33460,163305,364246,962392,722726,422356,306860,313315,353785,344180,378223,453889,693897,931148,490843,291424,252612,190417,92646,21162,630,0,0,7783529,언주,서울특별시
9호선,여의도,2629183,337,67149,375418,1858179,2377131,1104461,638863,715778,717918,820420,818127,906715,1124954,2304132,2412838,1197395,921036,739902,476520,188623,40795,2673,2,0,19809366,여의도,서울특별시
9호선,염창,2629183,202,164690,429906,1133617,1396058,762709,512612,468638,512237,496997,480760,539877,633646,854046,1260926,994972,650695,556074,517830,327464,72376,9560,0,0,12775892,염창,서울특별시
9호선,올림픽공원,2629183,51,39064,152846,284899,479598,313835,265948,277120,315871,331059,328984,382828,443921,507594,558355,382304,358448,397497,347204,131893,24452,298,11,0,6324080,올림픽공원(한국체대),서울특별시
9호선,종합운동장,2629183,42,18934,69807,187507,296638,218096,139971,139525,155995,174222,168369,180287,219073,291101,380308,240133,167619,185358,169872,90199,16443,160,0,0,3509659,종합운동장,서울특별시
9호선,증미,2629183,18,41500,156036,409264,786221,323087,200437,185310,194799,195633,190758,216993,251404,375593,647929,319350,182367,160119,128751,83577,17847,59,0,0,5067052,증미,서울특별시
9호선,한성백제,2629183,0,16412,54248,120129,207887,131604,91699,88177,96458,102558,102929,106999,122104,146482,206543,124492,84146,74934,64987,34547,10949,20,1,0,1988305,한성백제,서울특별시
