호선명,역명,04시-05시 승하차인원,05시-06시 승하차인원,06시-07시 승하차인원,07시-08시 승하차인원,08시-09시 승하차인원,09시-10시 승하차인원,10시-11시 승하차인원,11시-12시 승하차인원,12시-13시 승하차인원,13시-14시 승하차인원,14시-15시 승하차인원,15시-16시 승하차인원,16시-17시 승하차인원,17시-18시 승하차인원,18시-19시 승하차인원,19시-20시 승하차인원,20시-21시 승하차인원,21시-22시 승하차인원,22시-23시 승하차인원,23시-24시 승하차인원,00시-01시 승하차인원,01시-02시 승하차인원,02시-03시 승하차인원,03시-04시 승하차인원,총 승차인원,지하철역,주소
5호선,강동,103,11918,30789,82865,115858,62768,45521,43189,45643,48531,46729,51317,58584,76642,98115,61928,42634,37685,32507,19137,6607,24,4,0,1019099,강동,서울특별시
5호선,강일,2,3279,10807,26659,28129,16183,12573,11132,12254,11506,11102,13393,16126,19383,24032,19063,11476,10361,9022,5926,1603,5,0,0,274017,강일,서울특별시
5호선,개롱,9,4238,12650,30450,38035,21278,16475,15683,16908,17764,16974,18278,25180,28029,33511,25848,15464,13233,13139,6472,1758,4,1,0,371380,개롱,서울특별시
5호선,개화산,2,4747,12257,28195,35447,17969,13260,13362,14833,13790,13291,14860,17781,21975,29546,20615,12462,11474,10253,5447,1741,51,0,0,313358,개화산,서울특별시
5호선,거여,2,7017,20190,56942,60727,32915,23016,21422,22649,24847,22585,25216,34770,38626,52087,40420,22640,20122,19807,10180,2995,9,1,0,559188,거여,서울특별시
5호선,고덕,6,5845,17524,45211,43183,30190,27095,26623,27887,30813,28730,32714,39165,39829,46320,35368,20941,20410,19561,8719,3116,148,0,0,549400,고덕,서울특별시
5호선,공덕,10,2718,12435,50116,110140,55740,29918,30352,31587,33421,31449,33779,41654,68738,110559,47333,32656,32995,27685,13657,2535,9,6,0,799492,공덕,서울특별시
5호선,광나루,6,7155,24039,55399,79657,49419,38986,34939,36985,38404,37315,40459,48603,55821,72331,44350,31107,31167,26330,13057,2700,26,3,0,768258,광나루(장신대),서울특별시
5호선,광화문,21,2283,30444,84353,269490,130236,69099,75016,74045,85722,85043,89732,104148,154955,257239,98269,70511,72605,50024,18438,2880,67,127,0,1824746,광화문(세종문화회관),서울특별시
5호선,군자,39,7814,17110,41468,71402,38839,25778,24961,27989,29806,29123,31678,38762,53409,79259,50216,33214,31455,28787,17710,6482,909,16,0,686227,군자(능동),서울특별시
5호선,굽은다리,2,7671,16799,41981,52024,32231,24767,24674,25997,26835,25878,27033,32784,36433,49886,36222,23699,21361,19894,9546,3136,9,0,0,538863,굽은다리(강동구민회관앞),서울특별시
5호선,길동,8,5352,12939,29415,44069,28521,22316,22701,24765,24769,24694,26497,31631,34792,43458,29299,19066,16438,14298,7393,2694,6,0,0,465120,길동,서울특별시
5호선,김포공항,4,2962,11568,19771,25976,20420,23149,28074,29415,31717,32722,34334,35234,40052,43089,27329,19361,16545,14004,4602,727,8,0,1,461063,김포공항,서울특별시
5호선,까치산,209,26230,52496,135618,176490,97701,65106,62231,67397,66713,64566,73952,87110,103153,153630,117147,76937,71689,59833,36605,9165,378,7,0,1604362,까치산,서울특별시
5호선,답십리,27,10154,25599,67986,107671,54790,37082,34201,37239,38841,36392,40761,47901,62162,89246,53932,35167,31154,27053,14934,3856,25,6,0,856181,답십리,서울특별시
5호선,동대문역사문화공원,1,486,3275,10643,32158,14094,6619,6097,5827,6092,6683,6947,8623,14617,24472,10087,5938,5459,4292,2372,553,7,1,0,175342,동대문역사문화공원,서울특별시
5호선,둔촌동,2,4740,17318,34214,46556,27363,21800,21185,22605,24301,23292,26555,32360,39336,50045,31967,18506,17938,14828,7865,1582,5,1,0,484365,둔촌동,서울특별시
5호선,마곡,3,5027,15698,39145,74110,44800,24890,22179,23382,25296,25243,28105,35299,47905,66991,37655,23064,20160,17145,8111,2454,7,2,0,586669,마곡,서울특별시
5호선,마장,0,2973,9548,21948,35895,21315,15984,15172,17277,16312,15365,16728,19372,22870,29895,18949,12640,11699,10215,5476,1368,16,1,0,321018,마장,서울특별시
5호선,마천,52,7380,17028,45577,43711,24250,17762,15846,17275,17361,15519,19498,23315,26312,36079,28532,15940,15439,13803,8043,2917,8,1,1,411646,마천,서울특별시
5호선,마포,18,3590,15897,47503,106738,52758,31527,32545,32658,34328,32205,34944,41654,65072,103752,47332,33675,34505,27417,14106,2555,10,4,0,794793,마포,서울특별시
5호선,명일,8,6329,17598,42228,45339,28506,25346,23300,23629,24937,23657,25961,32726,32468,49123,36754,21436,19192,17948,9705,3021,16,0,0,509227,명일,서울특별시
5호선,목동,10,9502,26126,74414,100915,56172,40033,37157,40578,42726,41506,45417,55265,72130,107470,70325,44256,42204,40543,20065,5112,11,4,0,971940,목동,서울특별시
5호선,발산,4,5739,23228,64729,140676,76414,48387,50927,53505,57505,58552,64415,73467,101634,138647,75747,51848,47756,40470,19462,4077,14,5,0,1197208,발산,서울특별시
5호선,방이,2,3265,11347,26633,42224,24054,18210,16274,20276,19934,19586,22122,25649,34368,42201,27187,18044,18234,17831,6899,1313,5,1,0,415662,방이,서울특별시
5호선,방화,14,5108,14634,32812,38320,21654,17242,17053,18203,18483,18223,19774,22970,24601,31582,24390,15892,13387,12507,7241,2485,236,1,0,376813,방화,서울특별시
5호선,상일동,44,11043,36933,89152,72590,43187,33133,29306,33649,33278,30928,37727,41662,54069,73660,60573,34160,30408,26366,16143,6866,1160,1,0,796037,상일동,서울특별시
5호선,서대문,10,4062,20722,85847,186401,65637,39271,40299,39685,42945,41990,45197,55429,91137,140626,46237,34844,33321,24737,11605,2143,35,4,0,1052183,서대문,서울특별시
5호선,송정,25,4912,11953,27169,34296,22080,17613,16854,17905,17615,17438,18735,22081,25430,32394,23044,15717,14287,12658,7325,2026,7,0,1,361568,송정,서울특별시
5호선,신금호,30,3391,9890,29296,41372,22714,15727,14912,16566,17166,16636,19255,23599,26382,35760,24505,15833,13956,12097,7114,1906,7,2,0,368114,신금호,서울특별시
5호선,신길,60,2154,5940,19395,36639,15727,8360,7815,8380,8532,8059,8960,11446,17753,31109,15877,11829,12051,10971,6965,1755,15,5,0,249797,신길,서울특별시
5호선,신정,76,13079,27218,72694,91551,45937,28318,26022,27657,27377,25728,29684,36220,43684,63764,44394,28679,27246,25264,14817,3719,12,2,0,703142,신정(은행정),서울특별시
5호선,아차산,12,10294,22750,56162,87441,52197,41543,40054,42966,44020,44276,49607,55895,63222,80442,54383,36157,32116,26823,14351,3428,10,1,0,858148,아차산(어린이대공원후문),서울특별시
5호선,애오개,33,2710,9637,26738,50650,25361,15442,15091,16056,17724,16642,17960,20162,27221,42442,20808,13730,12192,10742,5920,2335,311,4,4,369914,애오개,서울특별시
5호선,양평,2,2870,10075,33564,65200,26292,13857,13092,14118,14589,13732,15089,18028,28127,52526,24382,15780,14106,12453,7032,1793,5,1,0,396710,양평,서울특별시
5호선,여의나루,7,2695,14145,44635,78979,35121,27742,29566,34366,40527,46867,54890,64375,88779,106169,59554,54092,43138,33149,12902,1547,10,1,0,873257,여의나루,서울특별시
5호선,여의도,6,5327,30159,147439,233037,94577,46799,52474,51688,59849,59211,65244,80719,172087,213722,86446,68012,57797,37311,15102,3239,19,15,0,1580279,여의도,서울특별시
5호선,영등포구청,1,1761,4802,13642,34429,15161,8631,8430,8882,9445,9464,10091,11661,16779,31881,12481,8173,7794,6461,3546,737,3,1,0,224256,영등포구청,서울특별시
5호선,영등포시장,3,3518,11108,35671,70334,37488,26710,26695,31907,36013,32442,33577,38758,47884,70693,35787,23701,22351,18753,10478,2021,8,5,0,615903,영등포시장,서울특별시
5호선,오금,7,1445,5272,16834,28771,12242,8371,7995,9057,8739,8664,10182,12766,16370,21979,10770,7197,6231,5902,3448,859,2,1,0,203105,오금,서울특별시
5호선,오목교,3,6817,23901,77817,123749,83172,54753,54801,58753,62317,62239,66722,80227,101837,142350,84274,64250,53856,46785,20639,4349,12,6,0,1273629,오목교(목동운동장앞),서울특별시
5호선,올림픽공원,29,2179,9246,17347,22378,15442,14053,13138,15469,15005,15375,17617,19970,21554,21048,14073,10639,11434,9456,4505,797,3,0,0,270757,올림픽공원(한국체대),서울특별시
5호선,왕십리,21,2343,5031,12110,26893,14522,11688,12165,13446,14749,14964,15759,18593,22304,31535,17940,13146,13049,11087,5876,2569,256,10,6,280063,왕십리,서울특별시
5호선,우장산,1,7409,26327,70552,80501,46495,37023,36128,39845,40911,39493,45020,52952,57597,72834,54348,33591,30202,29594,15867,3613,10,2,0,820316,우장산,서울특별시
5호선,을지로4가,1,1063,7334,19590,45797,21594,15366,16830,17205,17923,18200,18569,20556,32084,44838,18578,11628,10090,7058,3572,657,4,2,0,348540,을지로4가,서울특별시
5호선,장한평,29,8409,29986,75388,138529,66674,42855,39307,41267,41546,39734,44465,56348,77109,123496,70333,41875,36991,32186,18394,4352,127,5,0,1029406,장한평,서울특별시
5호선,종로3가,59,1972,7575,17496,45416,39296,36586,44091,49979,51994,52999,55819,62166,73513,92219,53288,42397,44502,36054,19350,3098,39,10,0,829918,종로3가(탑골공원),서울특별시
5호선,천호,61,8848,25255,47258,76223,58350,49601,52830,57439,61487,62668,69833,78613,92887,108891,76738,56467,45192,36677,19906,4759,28,4,0,1090016,천호(풍납토성),서울특별시
5호선,청구,4,1829,4814,10703,24969,14243,9609,9026,9368,9928,9861,10404,12517,15552,23601,14527,9580,8336,7740,4378,964,4,1,0,211960,청구,서울특별시
5호선,충정로,17,1144,4045,17990,42310,16985,8484,8507,8381,9710,9739,9460,11176,20355,36777,12910,8989,8639,7216,3855,818,65,2,0,247572,충정로(경기대입구),서울특별시
5호선,행당,22,4634,13897,36140,52430,28195,19629,18372,19605,19411,19168,21477,24435,29690,41153,27198,18162,16618,14471,7981,2129,9,1,0,434825,행당,서울특별시
5호선,화곡,285,24312,51020,130191,178487,97575,64502,60894,65329,66402,63593,70055,86727,106129,158833,113236,70600,65469,56390,33283,8561,25,5,1,1571903,화곡,서울특별시
6호선,고려대,26,4512,12070,32695,56157,29815,23116,20627,21315,25978,20935,24861,32510,37396,47037,29209,20009,20974,19400,11827,2828,56,0,0,493352,고려대(종암),서울특별시
6호선,공덕,122,6873,18563,58880,129965,70680,40866,39484,41511,42902,42664,46875,54949,84836,126428,61432,43319,42240,35113,19965,5378,116,1,0,1013165,공덕,서울특별시
6호선,광흥창,5,4229,12345,34828,61484,35738,23555,22148,24289,22872,22183,24862,27424,36861,54091,30871,19787,17977,15757,8468,1975,6,0,0,501757,광흥창(서강),서울특별시
6호선,구산,8,5548,13765,36742,44952,24579,17956,18074,19286,18475,17158,20136,24633,24507,30219,25555,14654,13320,11720,6440,1720,3,0,0,389450,구산,서울특별시
6호선,녹사평,42,1889,5916,13931,24729,14891,12114,12447,13918,15710,15340,17640,21747,26400,33087,21528,16345,16453,14706,8586,1542,6,0,0,308965,녹사평(용산구청),서울특별시
6호선,대흥,16,3338,9269,29692,55141,32586,26538,22814,26620,29608,24841,27545,33087,41114,49032,29056,20258,19805,19806,10488,2211,11,0,0,512875,대흥(서강대앞),서울특별시
6호선,독바위,2,2499,5834,15651,15838,9738,7794,6573,7364,6790,6688,7482,8984,9872,14226,12021,7219,6027,5784,3780,1224,2,0,0,161393,독바위,서울특별시
6호선,돌곶이,14,7430,17631,44473,59389,34605,25183,21481,24232,24959,24444,26101,29503,36108,46706,37183,22165,19293,18225,10468,2952,9,0,0,532555,돌곶이,서울특별시
6호선,동묘앞,155,5472,8916,17614,37683,30375,25700,28492,31873,32604,33925,35170,37047,37491,39736,24839,17530,15967,14282,10746,2337,88,1,0,488044,동묘앞,서울특별시
6호선,디지털미디어시티,122,8616,26501,77727,125353,58585,29939,26007,27929,27953,27176,30719,41193,62120,95847,55558,32165,28563,26488,14372,4760,12,0,0,827707,디지털미디어시티,서울특별시
6호선,마포구청,17,8945,20531,54081,90950,51667,34859,32189,35619,35846,33675,37688,42267,53926,77962,48710,33233,29409,27929,15934,3455,9,0,0,768899,마포구청,서울특별시
6호선,망원,6,6419,15135,35815,69404,52716,38749,42111,47926,51179,49822,55034,59447,69368,88965,60755,40934,37696,31520,18136,3129,7,0,0,874274,망원,서울특별시
6호선,버티고개,4,1118,2993,7461,12811,8156,5983,5355,5843,5999,5879,6815,7369,9310,12227,8070,5246,4903,4453,2605,578,36,0,0,123213,버티고개,서울특별시
6호선,보문,22,4399,11047,30727,52684,27378,18145,16918,18427,19149,17372,19544,23427,28501,40665,26183,18022,17285,16813,11258,2958,7,0,0,420933,보문,서울특별시
6호선,봉화산,23,6001,17825,53752,52544,27281,20735,18701,20579,20886,19647,21672,25142,32398,41957,35293,20946,17879,17032,10051,3083,176,0,0,483603,봉화산(서울의료원),서울특별시
6호선,불광,26,2062,6136,14674,20058,14474,11472,12538,13739,14977,15341,17219,18855,20049,24476,16959,11017,9564,7568,4612,1354,4,0,0,257172,불광,서울특별시
6호선,삼각지,14,2352,9015,23385,41275,22449,16245,17310,19013,20921,20244,22402,26227,34649,44408,22738,17127,16304,15351,8716,1920,8,0,0,402073,삼각지,서울특별시
6호선,상수,64,5710,9303,16618,38699,37996,26399,26035,31254,34905,32766,33722,40622,50720,64033,44008,32975,32943,32080,22936,4706,12,0,0,618506,상수,서울특별시
6호선,상월곡,11,5566,10895,27837,41965,23072,18122,16162,15806,16365,15708,16476,20048,23150,29441,23394,13487,14452,11675,7638,1960,5,0,0,353236,상월곡(한국과학기술연구원),서울특별시
6호선,새절,26,11426,24501,60736,76541,44008,29662,28408,31160,31942,29155,34163,40638,47067,62718,49319,29937,26728,23781,14980,4733,18,1,0,701646,새절(신사),서울특별시
6호선,석계,1095,10190,24837,56584,69146,40313,31079,30318,32035,32880,31378,34871,42602,49646,67253,54172,32346,29343,27167,17307,4694,14,0,0,719271,석계,서울특별시
6호선,신내,0,0,0,0,1,1,1,1,1,1,0,0,1,1,2,1,0,0,0,0,0,0,0,0,12,신내,서울특별시
6호선,신당,89,6910,11915,21296,47723,31283,21733,20977,22997,23173,20618,22324,28861,34011,44645,33644,22866,22865,24393,14490,3060,27,0,0,479899,신당,서울특별시
6호선,안암,17,3566,11389,26104,58372,46106,48047,37181,36528,43907,36540,44622,51765,62474,61070,37578,28838,30108,31441,20741,5277,117,0,0,721790,안암(고대병원앞),서울특별시
6호선,약수,5,1554,4130,10432,23866,14236,9622,9370,10067,10688,10001,11274,12580,16027,22014,12233,8260,8071,7054,3782,999,2,0,0,206266,약수,서울특별시
6호선,역촌,2,2379,7771,18900,24790,12803,9522,9636,11068,10870,10220,10737,13100,15529,22533,17230,9714,9495,8119,5418,1385,1,0,0,231224,역촌,서울특별시
6호선,연신내,0,0,0,3,2,1,1,1,1,1,3,1,2,2,2,2,1,1,1,1,0,0,0,0,25,연신내,서울특별시
6호선,월곡,20,7436,17270,47480,73697,43014,32582,30310,30581,32299,31917,33890,42442,47789,67047,45276,28486,26348,21855,13724,3449,10,0,0,676924,월곡(동덕여대),서울특별시
6호선,월드컵경기장,1,2120,6694,13484,19636,15288,17087,19254,21609,24344,25270,27759,30076,27924,34473,22540,12529,13745,13888,3944,689,1,0,0,352357,월드컵경기장(성산),서울특별시
6호선,응암,19,12570,32725,80261,106482,58902,42086,40104,44002,43380,42272,47196,55292,67760,96594,73638,48335,39972,36337,22619,5891,11,0,0,996447,응암,서울특별시
6호선,이태원,103,11945,16143,21104,40957,34251,27150,27692,31832,34429,36185,40637,49930,60002,72967,58100,46155,45449,43415,31479,6999,29,0,0,736954,이태원,서울특별시
6호선,증산,27,8446,19218,44888,58655,35467,24858,23573,25056,25475,24829,27562,32823,38860,54922,40885,25348,24000,20675,12284,3472,7,0,0,571329,증산(명지대앞),서울특별시
6호선,창신,11,2886,7240,19942,23186,12743,8535,7659,8134,8116,7473,8693,10677,11800,14180,10497,7606,6641,6004,3694,917,1,0,0,186637,창신,서울특별시
6호선,청구,11,2185,5385,13649,31887,17182,9019,8612,8444,9324,8831,9656,11638,13441,20237,13708,8422,7507,6677,3777,952,4,1,0,210549,청구,서울특별시
6호선,태릉입구,12,5233,10027,22821,31421,19480,15304,17121,16366,17251,17497,18126,21742,25035,34354,26277,15597,15032,13214,9533,3636,13,0,0,355094,태릉입구,서울특별시
6호선,한강진,61,1730,9547,23428,45484,33198,23302,24994,26788,33449,30889,37056,47259,56685,65449,38176,26319,26863,28367,6950,2097,150,5,0,588247,한강진,서울특별시
6호선,합정,19,5232,12859,29992,63545,44822,30456,33350,36715,41018,40206,43406,50406,64571,92116,59512,42864,44659,39811,24243,4569,12,0,0,804382,합정,서울특별시
6호선,화랑대,23,7104,24198,67259,71148,38171,26335,24875,24964,26967,23758,27357,32768,40245,50004,39736,23585,21396,18760,12034,3630,34,0,0,604351,화랑대(서울여대입구),서울특별시
6호선,효창공원앞,16,3111,9306,24519,50589,29688,19360,17594,18555,19354,17664,19236,23684,28771,43169,23580,15397,14152,12076,7450,2266,5,0,0,399541,효창공원앞,서울특별시
7호선,가산디지털단지,688,13579,37289,143917,398118,226755,75865,57910,62614,69084,70238,78282,101200,225821,334120,145439,81318,65921,39916,19585,4172,7,1,0,2251836,가산디지털단지,서울특별시
7호선,강남구청,24,3529,18571,40343,116688,112027,50194,35421,34715,39066,39162,42364,47760,67135,110686,65903,41413,38923,29821,13729,3200,3,0,0,950675,강남구청,서울특별시
7호선,건대입구,61,5035,12546,30794,56461,45367,39085,37562,40762,45084,46210,50208,55463,69185,76688,52927,42736,36455,32498,17974,5167,201,0,0,798469,건대입구,서울특별시
7호선,고속터미널,26,3806,24384,46879,69001,59893,52047,53376,50897,55098,53837,56762,61990,77776,77323,50630,45808,41307,30766,11676,1409,10,0,0,924700,고속터미널,서울특별시
7호선,공릉,24,7186,18735,47687,65569,41455,30850,29108,33390,34303,32737,36747,44122,49421,63705,49332,31047,28484,26536,16653,4555,9,0,0,691654,공릉(서울과학기술대),서울특별시
7호선,군자,41,9637,21158,45365,87063,56585,33114,29883,31930,33426,32785,36594,42872,54563,77037,54002,36777,34498,29583,16762,4339,46,2,0,768060,군자(능동),서울특별시
7호선,남구로,85,19165,23629,61700,130842,69244,34603,28846,29100,30313,28103,32890,44063,72136,102728,54189,32478,29413,22647,11507,2270,4,0,0,859954,남구로,서울특별시
7호선,남성,17,7020,17499,44931,71285,45416,29996,27697,28463,29325,27741,30617,34916,41213,56600,40163,27191,25067,21645,12632,3324,9,0,0,622767,남성,서울특별시
7호선,내방,5,3719,17851,42738,110566,67093,35822,30960,33048,36019,34930,37452,43515,62654,100856,47586,31373,29340,22793,10896,3607,160,0,0,802984,내방,서울특별시
7호선,노원,49,9516,22143,55702,85439,70901,59212,61836,67110,71206,72372,77562,83770,91392,107110,81432,54495,43233,39397,20563,5455,13,1,0,1179910,노원,서울특별시
7호선,논현,34,3893,19490,50207,118166,103434,46584,34195,34566,37870,40272,43421,50798,80998,129948,71233,44546,45241,40663,22261,4761,7,0,0,1022588,논현,서울특별시
7호선,대림,47,12609,12572,21671,40195,30474,27957,29683,28044,28867,29375,31327,34332,41848,43192,29180,21395,21174,17322,8567,1463,5,0,0,511300,대림(구로구청),서울특별시
7호선,도봉산,57,6146,22822,57982,55717,37286,29111,24908,25067,24410,23593,26934,32122,35077,45549,44222,26646,22253,20264,12836,4628,152,2,0,577783,도봉산,서울특별시
7호선,뚝섬유원지,14,5719,13642,28133,43708,30845,20570,20037,22844,25997,27914,32576,38510,45546,56358,43525,35162,33618,27668,13476,2587,10,0,0,568459,뚝섬유원지,서울특별시
7호선,마들,19,11333,28750,71498,74139,41533,31567,30596,33136,31813,31169,34617,38587,42640,57719,54270,31437,26286,24528,15276,4283,8,0,0,715204,마들,서울특별시
7호선,먹골,9,8474,16577,41100,60850,35403,25616,25148,27312,26957,25699,28995,34126,40273,52863,43447,27105,23688,20696,11925,3183,134,0,0,579580,먹골,서울특별시
7호선,면목,60,13748,29442,65594,99326,58650,39655,35098,39453,39112,36690,42793,53946,58638,73888,64212,38142,32661,29766,16292,4730,8,0,0,871904,면목,서울특별시
7호선,반포,3,2201,13459,19921,30899,24592,16191,16156,17566,18007,18032,19714,27005,26935,29649,19410,14338,14162,11189,4843,964,1,0,0,345237,반포,서울특별시
7호선,보라매,11,5287,10472,29370,54007,27454,18865,17975,19363,19269,19005,20519,24672,31252,46649,28130,18985,17356,15078,8345,2560,33,0,0,434654,보라매,서울특별시
7호선,사가정,24,12883,29627,66558,95148,58482,41347,38124,41229,41609,40613,46155,54198,65303,86634,69587,42336,37300,31851,18040,4931,9,0,0,921988,사가정,서울특별시
7호선,상도,7,6857,17507,41916,66954,43767,33919,29520,31474,31607,31707,33374,39503,46749,63131,40525,29283,27047,24899,16097,3887,9,0,0,659739,상도,서울특별시
7호선,상봉,427,12240,27954,65849,101212,56662,37996,37041,41127,42100,40834,44204,54135,66270,93386,75852,47536,40982,37237,21914,7986,57,0,0,953002,상봉(시외버스터미널),서울특별시
7호선,수락산,53,10275,26343,56470,66243,46328,37446,34316,36568,35429,35282,38519,43476,48730,60626,54792,33297,27238,23456,14476,4590,13,1,0,733968,수락산,서울특별시
7호선,숭실대입구,10,6619,16431,45183,74897,51098,47392,38563,36158,40932,40520,40452,52069,60155,69801,49247,34291,32926,31412,19927,4888,9,0,0,792980,숭실대입구(살피재),서울특별시
7호선,신대방삼거리,28,11143,23875,61943,95740,58884,37553,34413,37154,36510,36349,39226,46812,55229,81970,58458,37993,34797,29634,18645,5593,16,0,0,841964,신대방삼거리,서울특별시
7호선,신풍,134,14307,21906,51981,70129,42466,28576,26454,27985,28093,26851,30150,37041,45611,59601,41043,26481,24002,21577,11460,3393,380,1,0,639622,신풍,서울특별시
7호선,어린이대공원,8,4300,15716,35908,95960,65469,52983,48317,46846,53746,52343,51191,61049,73899,79945,49668,34839,33879,32667,20084,4388,14,0,0,913219,어린이대공원(세종대),서울특별시
7호선,온수,144,8097,20571,56288,70083,36625,20720,19005,21275,21154,19779,22812,30601,37766,52093,36995,22889,19817,17094,11026,5216,899,0,0,550950,온수(성공회대입구),서울특별시
7호선,용마산,6,5585,12774,27362,38982,23106,15841,13741,14624,14721,13957,16206,18811,21667,28883,23073,14343,13241,11563,6987,1993,2,0,0,337466,용마산,서울특별시
7호선,장승배기,11,7301,15953,33905,55714,35535,25373,23883,24618,25358,24141,26467,30692,34408,47180,31113,21354,19702,17230,10160,2974,7,0,0,513078,장승배기,서울특별시
7호선,중계,12,11265,29063,77419,89222,48791,35061,33399,37856,35746,32575,35991,43719,50422,61880,54776,32884,30025,26854,15627,4215,10,0,0,786811,중계,서울특별시
7호선,중곡,3,6774,17342,46227,73948,41440,26153,23523,25660,25572,24685,28519,35185,42536,55157,40112,24890,22282,19158,10090,2803,6,0,0,592065,중곡,서울특별시
7호선,중화,30,9643,20056,45131,68937,37455,26034,24940,27317,26511,25809,28958,35073,41842,55852,44167,26935,24024,21334,12279,3363,72,0,0,605762,중화,서울특별시
7호선,천왕,13,8850,23026,61241,74445,40507,25127,22948,25679,25376,24333,27626,34141,41697,60587,45463,27014,22639,19192,11765,2991,133,0,0,624792,천왕,서울특별시
7호선,청담,42,6432,33614,70800,164752,110844,49000,39217,41142,43222,43898,49620,60134,86931,134621,68704,41189,37760,29324,10158,3320,7,0,0,1124731,청담,서울특별시
7호선,태릉입구,144,8546,13386,30384,46727,32383,24915,25840,25647,26783,27539,29546,33599,39499,46380,34847,23250,21177,18775,10626,4011,1127,0,0,525130,태릉입구,서울특별시
7호선,하계,19,9496,31647,84496,98051,60612,45257,44565,50050,49744,47687,53266,61040,67660,81099,68119,43018,38096,33800,20406,5467,9,0,0,993605,하계,서울특별시
7호선,학동,5,3609,30219,62055,189971,151097,65284,41449,40156,46848,47876,52081,61914,99145,179956,89066,46343,41641,30680,13294,2595,3,0,0,1295287,학동,서울특별시
8호선,가락시장,81,5377,12223,24418,50877,26944,21501,21410,21209,21921,22797,25115,27260,34981,48035,26621,19951,19364,15407,8148,2882,420,2,0,456944,가락시장,서울특별시
8호선,강동구청,15,5969,16858,45047,74431,37972,25702,23962,25002,26674,26123,28578,33403,42078,62379,36052,23793,22341,18296,9414,2634,4,0,0,586726,강동구청,서울특별시
8호선,몽촌토성,2,3126,11081,21631,44062,25843,16701,17083,17152,17755,17510,19205,23995,29384,38625,22724,15184,14718,12158,6231,1554,4,0,0,375728,몽촌토성(평화의문),서울특별시
8호선,문정,5,5382,19976,73873,198599,94857,42467,35121,35974,41198,42475,45029,52181,102261,157041,65929,42021,37165,29417,13297,2560,7,0,0,1136835,문정,서울특별시
8호선,복정,11,6398,18674,38102,52777,33188,21960,17579,21670,19746,19202,22551,29685,39930,51932,33619,21892,18824,16894,7446,1504,5,0,0,493587,복정,서울특별시
8호선,석촌,2,3472,9405,24274,43993,31408,22833,22946,24880,25990,25295,26936,30674,38353,48120,30521,22232,20529,17103,9105,2539,38,0,0,480649,석촌,서울특별시
8호선,송파,4,3678,14283,37889,52217,30752,23313,21883,23766,24628,23867,27561,32025,36026,46431,32577,19877,17945,15854,8377,2056,167,0,0,495178,송파,서울특별시
8호선,암사,46,15480,34029,89864,123818,65720,41316,38532,42560,42172,41035,45540,53153,66571,92881,72245,43519,35177,34614,18147,4533,591,0,0,1001543,암사,서울특별시
8호선,잠실,12,3733,14681,39764,90747,54915,41913,46041,48843,52743,55544,62507,68254,85254,110623,62167,49459,45077,33769,13033,2729,59,0,0,981869,잠실(송파구청),서울특별시
8호선,장지,19,8437,29460,72804,103967,61443,40308,38363,42899,41828,43168,49961,60548,77735,98854,61810,44099,35258,28401,14370,2858,7,0,0,956597,장지,서울특별시
8호선,천호,70,12056,27936,53985,84443,55426,37357,37296,40844,43129,43511,49595,56962,74300,97148,65944,43762,37341,30931,16640,4896,217,0,0,913792,천호(풍납토성),서울특별시
9호선,가양,91,17081,35524,102709,128744,73369,51284,49902,53567,54072,52379,57300,69043,85334,118583,82287,52147,48313,40264,23140,6203,152,0,0,1201487,가양,서울특별시
9호선,고속터미널,16,3647,21533,36318,51365,50689,52142,55626,58850,62901,67184,72826,80503,86814,92602,68879,54240,44580,38037,16944,2256,8,1,0,1017960,고속터미널,서울특별시
9호선,공항시장,8,3569,5847,12051,15098,9624,7818,7723,8610,8589,8176,9189,10857,12318,15116,12882,8818,7642,6722,4612,1480,5,0,0,176754,공항시장,서울특별시
9호선,구반포,1,403,2553,4090,6332,4751,2899,2904,3366,3764,3690,4063,4980,6012,7146,3622,2255,1878,1591,740,233,2,0,0,67273,구반포,서울특별시
9호선,국회의사당,1,2646,11621,48543,153409,80112,34262,32980,34211,38520,38599,36600,44021,84626,119173,44974,28741,27164,18185,7353,1425,12,0,0,887177,국회의사당,서울특별시
9호선,김포공항,5,2979,16677,27460,33427,27233,30490,35024,36155,37860,38756,40084,43375,48468,52059,34492,22394,18479,14963,4897,1334,25,2,0,566639,김포공항,서울특별시
9호선,노들,11,4092,7279,19202,26098,16088,12242,10615,11615,12177,11637,13137,14847,17198,23239,15925,11052,10457,8768,5016,1103,5,0,0,251803,노들,서울특별시
9호선,노량진,321,18583,38777,103320,156025,90309,58670,57837,67907,74972,64634,69594,82040,109020,146963,90754,72605,77642,78116,36186,6232,15,2,0,1500524,노량진,서울특별시
9호선,당산,75,10099,24653,69161,107058,60816,43609,44412,47814,48635,47534,50808,58681,83710,116062,76892,53945,52218,49067,29343,6314,245,1,0,1081152,당산,서울특별시
9호선,동작,8,1233,3245,6803,9527,7196,6317,6445,6448,6438,6318,6298,6844,7141,8454,4907,3450,3361,3141,1972,935,231,0,0,106711,동작(현충원),서울특별시
9호선,둔촌오륜,0,633,2716,6527,6361,3521,2303,2338,2358,2585,2476,3361,5706,4485,5061,3569,2151,2057,1941,980,295,32,0,0,61456,둔촌오륜,서울특별시
