,역명,04시-05시 승하차인원,05시-06시 승하차인원,06시-07시 승하차인원,07시-08시 승하차인원,08시-09시 승하차인원,09시-10시 승하차인원,10시-11시 승하차인원,11시-12시 승하차인원,12시-13시 승하차인원,13시-14시 승하차인원,14시-15시 승하차인원,15시-16시 승하차인원,16시-17시 승하차인원,17시-18시 승하차인원,18시-19시 승하차인원,19시-20시 승하차인원,20시-21시 승하차인원,21시-22시 승하차인원,22시-23시 승하차인원,23시-24시 승하차인원,00시-01시 승하차인원,01시-02시 승하차인원,02시-03시 승하차인원,03시-04시 승하차인원,총승차인원(평균),호선명,지하철역,주소
215,월드컵경기장,1.0,2120.0,6694.0,13484.0,19636.0,15288.0,17087.0,19254.0,21609.0,24344.0,25270.0,27759.0,30076.0,27924.0,34473.0,22540.0,12529.0,13745.0,13888.0,3944.0,689.0,1.0,0.0,0.0,352357.0,6호선,월드컵경기장(성산),서울특별시
65,도곡,52.0,2005.0,9902.0,23234.0,34730.0,25995.0,16281.0,16273.0,16432.0,17490.0,17705.0,20170.0,23987.0,29986.0,32371.0,20301.0,13655.0,11864.0,10227.0,4458.0,1188.0,101.0,0.0,1.0,348409.0,3호선,도곡,서울특별시
104,반포,3.0,2201.0,13459.0,19921.0,30899.0,24592.0,16191.0,16156.0,17566.0,18007.0,18032.0,19714.0,27005.0,26935.0,29649.0,19410.0,14338.0,14162.0,11189.0,4843.0,964.0,1.0,0.0,0.0,345237.0,7호선,반포,서울특별시
210,용마산,6.0,5585.0,12774.0,27362.0,38982.0,23106.0,15841.0,13741.0,14624.0,14721.0,13957.0,16206.0,18811.0,21667.0,28883.0,23073.0,14343.0,13241.0,11563.0,6987.0,1993.0,2.0,0.0,0.0,337466.0,7호선,용마산,서울특별시
67,도봉,346.0,8582.0,13468.0,23765.0,27863.0,21041.0,18564.0,16986.0,18220.0,17954.0,18771.0,20066.0,21868.0,24249.0,26526.0,19948.0,12396.0,10089.0,9136.0,5020.0,1619.0,0.0,0.0,0.0,336477.0,1호선,도봉,서울특별시
87,마장,0.0,2973.0,9548.0,21948.0,35895.0,21315.0,15984.0,15172.0,17277.0,16312.0,15365.0,16728.0,19372.0,22870.0,29895.0,18949.0,12640.0,11699.0,10215.0,5476.0,1368.0,16.0,1.0,0.0,321018.0,5호선,마장,서울특별시
148,송파나루,2.0,2281.0,6285.0,16082.0,30228.0,19970.0,12556.0,13964.0,15357.0,16440.0,15358.0,15940.0,20040.0,24773.0,35284.0,24341.0,14540.0,14534.0,12006.0,6294.0,1826.0,4.0,0.0,0.0,318104.0,9호선,송파나루,서울특별시
11,개화산,2.0,4747.0,12257.0,28195.0,35447.0,17969.0,13260.0,13362.0,14833.0,13790.0,13291.0,14860.0,17781.0,21975.0,29546.0,20615.0,12462.0,11474.0,10253.0,5447.0,1741.0,51.0,0.0,0.0,313358.0,5호선,개화산,서울특별시
54,녹사평,42.0,1889.0,5916.0,13931.0,24729.0,14891.0,12114.0,12447.0,13918.0,15710.0,15340.0,17640.0,21747.0,26400.0,33087.0,21528.0,16345.0,16453.0,14706.0,8586.0,1542.0,6.0,0.0,0.0,308965.0,6호선,녹사평(용산구청),서울특별시
111,보라매,7.0,3323.0,6746.0,19536.0,37099.0,18440.0,12859.0,12444.0,13594.0,13608.0,13470.0,14621.0,17418.0,21396.0,32554.0,19393.0,13052.0,11874.0,10345.0,5859.0,1792.0,20.0,0.0,0.0,299447.0,7호선,보라매,서울특별시
188,양평,37.0,2278.0,7980.0,22352.0,39615.0,18202.0,12753.0,12631.0,13696.0,13015.0,13304.0,14129.0,16086.0,21819.0,33117.0,16489.0,12261.0,9974.0,8550.0,5268.0,1294.0,3.0,1.0,0.0,294852.0,5호선,양평,서울특별시
268,효창공원앞,9.0,1999.0,6692.0,17666.0,38029.0,22424.0,13438.0,12207.0,12911.0,13541.0,12591.0,13742.0,16999.0,21103.0,32694.0,17626.0,11503.0,10727.0,9093.0,5658.0,1310.0,3.0,0.0,0.0,291963.0,6호선,효창공원앞,서울특별시
227,잠원,2.0,2177.0,11540.0,18161.0,26528.0,17581.0,12711.0,12927.0,13472.0,14484.0,13509.0,15102.0,19287.0,22420.0,22763.0,15474.0,10413.0,10646.0,10109.0,4807.0,956.0,3.0,3.0,0.0,275074.0,3호선,잠원,서울특별시
8,강일,2.0,3279.0,10807.0,26659.0,28129.0,16183.0,12573.0,11132.0,12254.0,11506.0,11102.0,13393.0,16126.0,19383.0,24032.0,19063.0,11476.0,10361.0,9022.0,5926.0,1603.0,5.0,0.0,0.0,274017.0,5호선,강일,서울특별시
200,오금,18.0,2725.0,7958.0,24474.0,35987.0,16834.0,11326.0,10240.0,11573.0,11501.0,10808.0,12548.0,15333.0,20532.0,27300.0,15363.0,10386.0,9194.0,9373.0,5009.0,1524.0,5.0,1.0,0.0,270012.0,3호선5호선,오금오금,서울특별시
203,옥수,129.0,1927.0,7115.0,15550.0,22397.0,16030.0,12151.0,12288.0,12668.0,13530.0,13893.0,15216.0,17491.0,21298.0,25339.0,17681.0,12429.0,11363.0,9917.0,4930.0,901.0,2.0,0.0,0.0,264244.0,3호선,옥수,서울특별시
112,보문,14.0,2522.0,6583.0,18018.0,30796.0,16934.0,11506.0,10801.0,11715.0,12247.0,11201.0,12545.0,14880.0,17565.0,24185.0,15507.0,10800.0,10235.0,9721.0,6396.0,1674.0,5.0,0.0,0.0,255850.0,6호선,보문,서울특별시
50,노들,11.0,4092.0,7279.0,19202.0,26098.0,16088.0,12242.0,10615.0,11615.0,12177.0,11637.0,13137.0,14847.0,17198.0,23239.0,15925.0,11052.0,10457.0,8768.0,5016.0,1103.0,5.0,0.0,0.0,251803.0,9호선,노들,서울특별시
113,복정,6.0,3199.0,9337.0,19051.0,26390.0,16595.0,10980.0,8790.0,10835.0,9873.0,9602.0,11277.0,14843.0,19966.0,25967.0,16810.0,10946.0,9412.0,8447.0,3723.0,752.0,2.0,0.0,0.0,246804.0,8호선,복정,서울특별시
55,녹천,1181.0,4888.0,9124.0,26131.0,24872.0,13906.0,11579.0,10488.0,12358.0,11013.0,10307.0,11302.0,14497.0,15381.0,19540.0,15618.0,9519.0,8764.0,7244.0,4677.0,1100.0,0.0,0.0,0.0,243488.0,1호선,녹천,서울특별시
133,샛강,5.0,1513.0,4667.0,15468.0,33726.0,14502.0,9311.0,9280.0,9082.0,10051.0,10433.0,10981.0,12813.0,21290.0,32063.0,13440.0,9753.0,9220.0,7318.0,3756.0,1074.0,21.0,0.0,0.0,239766.0,9호선,샛강,서울특별시
99,무악재,23.0,2023.0,7730.0,18062.0,23689.0,14883.0,11605.0,10432.0,10624.0,10677.0,10545.0,11494.0,13846.0,16665.0,22379.0,15764.0,10315.0,9386.0,7955.0,5020.0,984.0,5.0,1.0,0.0,234107.0,3호선,무악재,서울특별시
194,역촌,2.0,2379.0,7771.0,18900.0,24790.0,12803.0,9522.0,9636.0,11068.0,10870.0,10220.0,10737.0,13100.0,15529.0,22533.0,17230.0,9714.0,9495.0,8119.0,5418.0,1385.0,1.0,0.0,0.0,231224.0,6호선,역촌,서울특별시
165,신목동,2.0,2436.0,8678.0,24008.0,26510.0,13041.0,9489.0,9134.0,9042.0,9569.0,9100.0,9518.0,12884.0,15668.0,20137.0,14503.0,8536.0,8894.0,7850.0,4245.0,1484.0,92.0,0.0,0.0,224820.0,9호선,신목동,서울특별시
166,신반포,1.0,1448.0,13898.0,13509.0,17476.0,11509.0,9744.0,8408.0,9546.0,11164.0,11003.0,13792.0,20341.0,20767.0,20280.0,12963.0,8636.0,8116.0,6733.0,3161.0,571.0,2.0,0.0,0.0,223067.0,9호선,신반포,서울특별시
245,청구,7.0,2007.0,5100.0,12176.0,28428.0,15713.0,9314.0,8819.0,8906.0,9626.0,9346.0,10030.0,12077.0,14496.0,21919.0,14118.0,9001.0,7921.0,7209.0,4078.0,958.0,4.0,1.0,0.0,211255.0,5호선6호선,청구청구,서울특별시
120,사평,1.0,1057.0,4713.0,15438.0,21391.0,12092.0,9468.0,9236.0,10315.0,11020.0,10880.0,11680.0,15114.0,16814.0,19372.0,13815.0,8602.0,7750.0,7522.0,3633.0,863.0,2.0,0.0,0.0,210779.0,9호선,사평,서울특별시
242,창신,11.0,2886.0,7240.0,19942.0,23186.0,12743.0,8535.0,7659.0,8134.0,8116.0,7473.0,8693.0,10677.0,11800.0,14180.0,10497.0,7606.0,6641.0,6004.0,3694.0,917.0,1.0,0.0,0.0,186637.0,6호선,창신,서울특별시
21,공항시장,8.0,3569.0,5847.0,12051.0,15098.0,9624.0,7818.0,7723.0,8610.0,8589.0,8176.0,9189.0,10857.0,12318.0,15116.0,12882.0,8818.0,7642.0,6722.0,4612.0,1480.0,5.0,0.0,0.0,176754.0,9호선,공항시장,서울특별시
208,용답,4.0,2577.0,4524.0,9895.0,17158.0,12373.0,8197.0,7166.0,8017.0,8972.0,7983.0,9143.0,11809.0,12322.0,14965.0,9897.0,6793.0,7206.0,6583.0,3966.0,1002.0,2.0,0.0,0.0,170554.0,2호선,용답,서울특별시
70,독바위,2.0,2499.0,5834.0,15651.0,15838.0,9738.0,7794.0,6573.0,7364.0,6790.0,6688.0,7482.0,8984.0,9872.0,14226.0,12021.0,7219.0,6027.0,5784.0,3780.0,1224.0,2.0,0.0,0.0,161393.0,6호선,독바위,서울특별시
257,한성백제,0.0,1262.0,4173.0,9241.0,15991.0,10123.0,7054.0,6783.0,7420.0,7889.0,7918.0,8231.0,9393.0,11268.0,15888.0,9576.0,6473.0,5764.0,4999.0,2657.0,842.0,2.0,0.0,0.0,152947.0,9호선,한성백제,서울특별시
254,학여울,6.0,768.0,3482.0,7589.0,13254.0,9629.0,8386.0,7706.0,8794.0,9628.0,9585.0,10156.0,10814.0,12001.0,12350.0,6391.0,4312.0,3807.0,2951.0,1483.0,345.0,2.0,0.0,0.0,143438.0,3호선,학여울,서울특별시
209,용두,37.0,1308.0,2662.0,7547.0,14854.0,8244.0,7013.0,7177.0,7224.0,8108.0,8250.0,8880.0,9109.0,9649.0,13453.0,7796.0,4611.0,4502.0,3170.0,1907.0,535.0,10.0,0.0,0.0,136044.0,2호선,용두(동대문구청),서울특별시
110,버티고개,4.0,1118.0,2993.0,7461.0,12811.0,8156.0,5983.0,5355.0,5843.0,5999.0,5879.0,6815.0,7369.0,9310.0,12227.0,8070.0,5246.0,4903.0,4453.0,2605.0,578.0,36.0,0.0,0.0,123213.0,6호선,버티고개,서울특별시
77,동작,9.0,873.0,2914.0,5881.0,8648.0,6556.0,5649.0,5644.0,5583.0,5794.0,5809.0,6146.0,6685.0,7600.0,8726.0,5030.0,4179.0,3374.0,2794.0,1631.0,667.0,144.0,0.0,0.0,100338.0,4호선9호선,동작(현충원)동작(현충원),서울특별시
159,신답,9.0,1305.0,2482.0,7373.0,12976.0,5912.0,3648.0,3362.0,3638.0,3673.0,3799.0,4447.0,5579.0,6718.0,11841.0,8010.0,4032.0,4326.0,3586.0,2366.0,544.0,3.0,0.0,0.0,99628.0,2호선,신답,서울특별시
66,도림천,1.0,711.0,2148.0,7123.0,9458.0,4270.0,3519.0,2946.0,4207.0,3301.0,3828.0,4012.0,5087.0,5115.0,6689.0,4368.0,2614.0,2318.0,1669.0,1075.0,297.0,7.0,0.0,0.0,74763.0,2호선,도림천,서울특별시
48,남태령,48.0,538.0,2345.0,6162.0,9094.0,5092.0,3630.0,3506.0,3673.0,3351.0,3415.0,3541.0,4735.0,6726.0,5997.0,3348.0,2710.0,1964.0,1245.0,688.0,142.0,0.0,0.0,0.0,71950.0,4호선,남태령,서울특별시
29,구반포,1.0,403.0,2553.0,4090.0,6332.0,4751.0,2899.0,2904.0,3366.0,3764.0,3690.0,4063.0,4980.0,6012.0,7146.0,3622.0,2255.0,1878.0,1591.0,740.0,233.0,2.0,0.0,0.0,67273.0,9호선,구반포,서울특별시
79,둔촌오륜,0.0,633.0,2716.0,6527.0,6361.0,3521.0,2303.0,2338.0,2358.0,2585.0,2476.0,3361.0,5706.0,4485.0,5061.0,3569.0,2151.0,2057.0,1941.0,980.0,295.0,32.0,0.0,0.0,61456.0,9호선,둔촌오륜,서울특별시
157,신내,8.0,873.0,3082.0,6682.0,7618.0,3256.0,2418.0,2278.0,2359.0,2580.0,2332.0,3206.0,3868.0,4581.0,5881.0,3635.0,1971.0,1736.0,1580.0,950.0,320.0,0.0,0.0,0.0,61214.0,6호선,신내,서울특별시
