,사용월,호선명,지하철역,04시-05시 승하차인원,05시-06시 승하차인원,06시-07시 승하차인원,07시-08시 승하차인원,08시-09시 승하차인원,09시-10시 승하차인원,10시-11시 승하차인원,11시-12시 승하차인원,12시-13시 승하차인원,13시-14시 승하차인원,14시-15시 승하차인원,15시-16시 승하차인원,16시-17시 승하차인원,17시-18시 승하차인원,18시-19시 승하차인원,19시-20시 승하차인원,20시-21시 승하차인원,21시-22시 승하차인원,22시-23시 승하차인원,23시-24시 승하차인원,00시-01시 승하차인원,01시-02시 승하차인원,02시-03시 승하차인원,03시-04시 승하차인원,총 승차인원
0,202305,1호선,동대문,925,14519,17185,28772,42941,43945,44351,48014,50520,50322,51762,50290,49542,47897,46581,40209,31130,28759,23438,14676,3243,269,0,0,729290
1,202305,1호선,동묘앞,213,4337,8959,17952,34498,28748,34698,47080,56105,64745,62359,61681,56240,48350,35595,20590,13551,11633,11386,5568,1794,283,0,0,626365
2,202305,1호선,서울역,745,18523,71257,158562,306186,223709,145380,153364,178149,175554,147319,182938,202583,268414,317777,184996,133910,129509,87951,40714,5324,228,0,0,3133092
3,202305,1호선,시청,93,7259,28799,84111,208179,105698,63535,70203,70666,77701,74882,83910,91537,124604,188321,78798,66899,59986,39610,15055,1287,25,0,0,1541158
4,202305,1호선,신설동,483,11570,19200,47180,88385,55760,40099,40199,40944,43192,41650,44879,51692,64606,82702,44356,30810,28432,22711,13965,2639,2,0,0,815456
5,202305,1호선,제기동,388,7615,18851,44112,73207,61362,67638,80284,86746,90487,89126,87512,81436,74226,68350,41023,27110,22366,16725,9366,1589,0,0,0,1049519
6,202305,1호선,종각,149,9412,33051,116200,275493,162539,85687,92664,90562,100136,102265,109297,121894,194348,268587,123724,99806,103465,73281,33869,1774,0,0,0,2198203
7,202305,1호선,종로3가,258,7812,16928,33144,83650,86108,83045,101346,114864,116672,117876,118057,120772,128943,146565,86935,68597,68565,52102,25381,3584,19,0,0,1581223
8,202305,1호선,종로5가,75,6230,20399,49911,110298,80775,87366,105276,112901,116413,121465,115685,114437,129874,136841,75374,52091,45650,28101,10772,1156,2,0,0,1521092
9,202305,1호선,청량리(서울시립대입구),1010,15203,37969,58325,86373,70043,71745,79214,84352,89306,89224,93384,98927,95718,94399,58285,40067,35514,26344,14015,4071,0,0,0,1243488
10,202305,2호선,강남,157,20427,72894,193500,364247,354450,202812,173533,184585,214173,214981,234900,268338,376608,493826,313086,222813,238077,212090,103097,21319,194,0,0,4480107
11,202305,2호선,강변(동서울터미널),39,10939,54264,105826,165711,126428,105901,94168,96824,96951,97648,109557,121073,142553,176530,127677,93591,79230,67124,32916,7374,143,0,0,1912467
12,202305,2호선,건대입구,374,20593,39577,81205,157841,119245,89774,90558,106191,115233,117169,128946,151476,193836,254278,180903,142544,145466,141183,90908,21593,890,0,0,2389783
13,202305,2호선,교대(법원.검찰청),17,10143,39308,87771,196542,171025,97709,91976,88055,100151,102053,103810,108956,159252,207621,107485,80502,80832,68656,29738,7165,78,0,0,1938845
14,202305,2호선,구로디지털단지,328,44342,76283,225530,412682,261834,132551,109031,117548,128584,119185,132282,160282,241062,370467,237360,155267,143814,127345,71440,18289,642,0,0,3286148
15,202305,2호선,구의(광진구청),47,15336,46782,86191,156294,96365,59707,52452,55907,59609,57560,65498,81354,97453,136381,92665,65281,62724,57836,33200,9147,163,0,0,1387952
16,202305,2호선,낙성대(강감찬),54,14198,38713,106391,169648,117151,77462,64365,70546,71893,69009,74800,87812,109880,152464,115300,82602,77542,74376,45246,12309,430,4,0,1632195
17,202305,2호선,당산,27,10600,31215,76997,137554,77233,46988,43390,46514,48417,45511,51641,62798,94839,136950,80053,56881,57078,51008,30098,7046,336,0,0,1193174
18,202305,2호선,대림(구로구청),742,37222,43293,93423,150751,101470,73394,70834,70627,69784,67485,77436,89440,107897,123116,83662,62371,66546,58522,28961,7238,277,0,0,1484491
19,202305,2호선,도림천,1,770,2281,7229,8924,4083,3514,3050,4077,3369,3797,4170,4774,4883,6543,4031,2706,2245,1723,1146,278,8,0,0,73602
20,202305,2호선,동대문역사문화공원(DDP),206,7008,13989,31575,62962,47220,46575,51402,52062,56584,60930,65144,71901,77829,82693,62178,48865,46467,37646,22380,6127,134,0,0,951877
21,202305,2호선,뚝섬,15,5810,27399,58853,159862,108858,59321,53700,59481,65481,66480,75819,87647,117957,177763,95510,64917,57307,41047,18811,4649,56,0,0,1406743
22,202305,2호선,문래,12,6350,25545,81227,176463,90610,46911,43786,50599,52823,49930,54773,65694,97089,161919,79757,50628,48391,40530,22117,5370,193,1,0,1250718
23,202305,2호선,방배,3,5628,23579,52192,111869,87172,59500,51727,54551,54783,58808,59902,69688,86456,108924,59714,44019,42591,39771,19053,4912,87,1,0,1094930
24,202305,2호선,봉천,132,17293,38142,98622,146455,98359,63126,57127,59682,61732,60003,67824,75533,87544,120058,95452,64384,60636,54645,31246,9421,428,0,0,1367844
25,202305,2호선,사당,119,17277,67073,128832,171872,129997,98663,100627,109345,108429,111572,124072,148449,199896,266534,183507,138057,137969,135545,75898,18266,1013,1,0,2473013
26,202305,2호선,삼성(무역센터),167,9570,49241,157193,359899,272080,139415,125185,128912,152147,156215,169264,193892,286875,374808,189784,140729,123471,79974,26044,7136,1109,1,0,3143111
27,202305,2호선,상왕십리,34,6661,21930,55191,99385,56300,37457,33467,36891,37225,36669,41622,48189,60466,80980,55481,37285,34617,30542,16761,5055,45,0,0,832253
28,202305,2호선,서울대입구(관악구청),4591,31343,61942,160709,244302,188406,131926,109956,121389,128941,122281,138118,157076,196542,268323,196473,141199,136975,132668,77773,24372,3072,0,0,2778377
29,202305,2호선,서초,12,6558,31525,70796,140740,120709,66195,62146,52652,61172,60208,63334,70802,95237,121375,64313,43881,42142,31017,13014,2712,54,0,0,1220594
30,202305,2호선,선릉,158,11518,55267,142908,308880,255594,143549,111309,115093,132860,129629,145429,170349,247029,345422,182497,118077,112011,95945,39774,9425,202,0,0,2872925
31,202305,2호선,성수,79,9602,41897,96990,283981,176740,98786,91069,100205,115474,120357,130866,145753,199380,314451,164113,110079,91385,67173,32255,9712,894,0,0,2401241
32,202305,2호선,시청,74,2673,21145,76696,222414,100458,51571,55854,56269,65065,65606,70733,78502,129000,188194,73588,56284,51710,35454,15450,3056,92,1,0,1419889
33,202305,2호선,신답,12,1596,2782,7441,13190,5942,3871,3465,3762,3843,3831,4758,6022,6820,11629,7980,4357,4527,3814,2256,608,6,0,0,102512
34,202305,2호선,신당,19,7692,21424,47577,82381,53033,40320,40991,44990,47224,46904,49932,59260,70542,88632,60860,42662,38534,37178,20037,5436,54,0,0,905682
35,202305,2호선,신대방,153,26890,46972,110425,162520,104503,66951,59335,63157,63300,62058,70759,81122,98510,127999,105005,75255,75568,68536,38764,10908,432,0,0,1519122
36,202305,2호선,신도림,4039,41862,76159,184633,255700,164143,128765,124516,135909,142023,135928,149931,172610,219676,294698,197666,141444,136774,116772,75582,26271,2687,0,0,2927788
37,202305,2호선,신림,234,44811,92695,219937,321661,214637,139420,127640,138532,139430,138239,153644,176428,217342,308466,255425,180394,171914,161475,99219,28154,796,2,0,3330495
38,202305,2호선,신설동,83,1769,3774,9871,22451,14583,12848,13128,14650,15316,14399,15066,15065,18263,20494,10600,7577,6659,5614,3295,957,141,0,0,226603
39,202305,2호선,신정네거리,70,10054,22871,57278,58609,35557,26130,25308,27781,27445,25914,29825,35392,44497,60951,44606,27160,24485,21697,14018,3889,222,0,0,623759
40,202305,2호선,신촌,101,12761,31990,75851,144068,141370,116501,114827,127895,142625,133644,140491,160385,198413,224681,152894,125961,127422,124042,70194,15387,158,0,0,2381661
41,202305,2호선,아현,37,6653,17498,43590,66089,38524,32126,28258,31569,31467,31388,34502,42872,47113,56773,39644,27715,26088,23071,12693,3500,27,0,0,641197
42,202305,2호선,양천구청,8,6039,15336,40993,41247,25261,18064,17013,18848,18792,17239,19652,23373,30262,39425,30139,18456,16982,14627,10159,3255,29,0,0,425199
43,202305,2호선,역삼,43,9905,51998,165508,386261,323799,155287,102261,101052,113553,109650,125314,140665,259212,332589,187412,112936,103829,75201,32599,7072,119,0,0,2896265
44,202305,2호선,영등포구청,53,9890,28031,78488,168450,82261,51194,50059,52786,55889,55611,57191,66347,92127,153933,74207,51009,47528,39461,22801,6509,308,0,0,1244133
45,202305,2호선,왕십리(성동구청),928,8296,18028,41380,76139,50624,36588,36559,42742,44394,43270,47756,59668,73294,92385,59572,47201,47857,47669,30905,9379,62,0,0,914696
46,202305,2호선,용답,2,2610,4860,10781,17714,13934,9094,7204,8469,9286,8201,9626,12587,13250,15677,10346,7575,7918,7374,4217,1252,0,0,0,181977
47,202305,2호선,용두(동대문구청),44,1453,3035,8092,14883,8729,7670,7340,7473,8534,8377,9113,9528,10104,13559,8223,5028,4642,3384,1924,617,13,0,0,141765
48,202305,2호선,을지로3가,21,3088,21237,77041,187414,86722,53760,51621,52525,58400,59534,62830,73216,122343,178260,82975,59217,59674,52930,31663,5915,110,0,0,1380496
49,202305,2호선,을지로4가,18,2387,15868,41884,87935,51385,40982,43794,43391,44419,45508,46890,52233,76663,86762,42847,27796,24543,19103,11188,2612,21,1,0,808230
50,202305,2호선,을지로입구,70,5756,32269,140242,349227,188238,109007,113283,109725,123473,124073,137518,152143,230672,344761,167395,140408,106976,85639,39260,8458,865,0,0,2709458
51,202305,2호선,이대,39,5041,16105,45106,84441,87867,66120,54089,64786,66821,58205,70178,72761,91603,97859,61968,50339,51165,43512,25799,6232,126,0,0,1120162
52,202305,2호선,잠실(송파구청),117,19071,89191,204581,359249,293798,202925,202335,211429,225581,233933,269864,307394,378332,470908,316723,266814,249303,198072,80849,15938,356,2,0,4596765
53,202305,2호선,잠실나루,28,5627,27633,63457,87146,58131,45494,42997,46198,44294,43764,47201,56599,67394,72128,45483,32424,28250,25339,13334,3820,90,0,0,856831
54,202305,2호선,잠실새내,39,6603,28686,77706,112518,84953,60376,61092,66899,70947,69965,78810,90133,106889,131134,93985,67324,61946,62217,33877,8602,151,0,0,1374852
55,202305,2호선,종합운동장,17,2380,17173,39423,55703,33870,26419,24039,37446,49036,31986,44262,68335,114804,112173,53092,32272,95445,73928,11105,2370,116,2,0,925396
56,202305,2호선,충정로(경기대입구),21,4419,15044,39886,83084,43047,24886,23443,24405,26622,26210,27548,32196,47824,68998,31024,21105,20946,17368,10048,2853,76,0,0,591053
57,202305,2호선,한양대,8,1940,9768,20123,74747,69183,67049,34213,59617,48115,50704,48859,61829,78127,65011,34720,28376,30109,24316,22213,5313,16,0,0,834356
58,202305,2호선,합정,113,14573,34177,78932,153509,128916,84528,84268,92062,103194,100466,104657,122598,164440,234733,156999,110981,111279,100744,59730,14524,404,1,0,2055828
59,202305,2호선,홍대입구,1332,36945,52533,105744,192505,205094,164836,186779,215412,242479,242264,266963,307302,367778,430029,329952,267310,276110,259669,153841,32261,2060,0,0,4339198
60,202305,3호선,가락시장,64,3707,13786,33273,51140,32145,26041,25749,26407,26267,26429,29540,31793,41151,53464,30039,21179,19120,15910,8362,2512,57,0,0,518135
61,202305,3호선,경복궁(정부서울청사),51,4518,21464,60056,157761,125136,90548,90621,92744,101394,102618,110279,119617,136370,160441,78136,61555,59656,40961,16996,2857,38,1,0,1633818
62,202305,3호선,경찰병원,14,3256,11496,32134,54219,30620,20799,17934,18076,19668,18903,19717,20886,31570,41751,25182,16726,14740,12558,6691,1797,0,0,0,418737
63,202305,3호선,고속터미널,126,9823,46991,82466,128072,154780,161120,180719,189213,199907,219173,234891,246189,266283,266708,207878,194551,139402,88850,39758,4976,0,2,0,3061878
64,202305,3호선,교대(법원.검찰청),96,2545,12044,33385,64858,52961,32632,31494,33222,38045,40830,41479,44380,67752,91351,43798,36025,36245,32020,11928,2264,2,0,0,749356
65,202305,3호선,구파발,89,13484,46486,112668,115039,77921,64759,58252,61261,60722,62124,66263,79755,87531,108252,85228,54853,49762,42176,24977,9600,588,0,0,1281790
66,202305,3호선,금호,34,5307,13768,32122,46709,30892,22182,20317,21488,22222,21776,23854,27551,33000,42091,29558,21367,18485,17317,8895,2283,0,0,0,461218
67,202305,3호선,남부터미널(예술의전당),14,4591,38320,98356,202217,123553,85281,76942,80195,89616,89443,93866,111453,158267,197692,105619,73359,63448,49110,20975,3611,4,0,0,1765932
68,202305,3호선,녹번,63,10998,30798,83380,98319,59590,40486,36585,39034,36990,35915,40537,48311,57552,84820,64409,40622,36209,32181,18109,4813,0,0,0,899721
69,202305,3호선,대청,64,5084,19068,48957,63050,33806,24710,22982,25005,26378,25941,31493,38333,46446,54960,35390,24978,21757,21668,11165,3162,1,0,0,584398
70,202305,3호선,대치,9,3904,21962,48400,57218,37680,30052,28172,33303,37960,35205,39517,48264,62567,61762,41706,28169,31198,47908,11058,3083,2,0,0,709099
71,202305,3호선,도곡,48,1071,8720,23700,33030,24570,14586,14164,13843,14956,14945,16951,21623,26990,28210,17799,11847,10168,9378,3964,2128,322,0,0,313013
72,202305,3호선,독립문,244,5991,12130,32071,39943,35200,33620,28301,28042,28976,29188,31273,32860,33409,34606,22534,16565,13739,11620,6107,2472,727,0,0,479618
73,202305,3호선,동대입구,12,2887,13491,23337,70636,50559,46559,43163,36884,43547,44374,44286,51438,63143,73918,36382,32034,30867,28122,9904,1854,85,0,0,747482
74,202305,3호선,매봉,15,2568,15956,42406,95400,48849,29631,27553,26924,27639,29418,32057,36276,58948,84647,37507,26745,26180,19292,8500,2014,69,0,0,678594
75,202305,3호선,무악재,32,2308,7868,20523,27132,16897,12919,11494,11722,11813,11908,12799,15072,17905,24160,17931,11838,10450,9055,5789,1544,0,0,0,261159
76,202305,3호선,불광,47,11462,26986,65332,95466,69238,54444,51624,54294,57232,55850,61778,67437,72908,92904,67529,44992,39453,32398,18558,5329,1,0,0,1045262
77,202305,3호선,수서,191,7535,32012,76021,103017,69116,58691,48155,60147,54500,49189,65208,73010,86688,105345,64142,53522,42080,40701,17069,4520,307,1,0,1111167
78,202305,3호선,신사,57,6193,24810,54347,116533,145713,87853,73626,75540,83388,86862,91198,103386,138563,190033,123999,80280,78242,65684,32917,6710,3,0,0,1665937
79,202305,3호선,안국,22,3390,26231,95750,132684,102302,86044,96873,95382,100752,109417,114396,129078,156246,156220,74376,57848,52057,31275,11065,1829,0,0,0,1633237
80,202305,3호선,압구정,63,5191,34473,69022,173672,176390,108367,98329,91272,100662,103063,110997,124135,154197,198883,130815,93098,71044,53954,20852,4301,236,0,0,1923016
81,202305,3호선,약수,91,8078,18351,44338,72909,51022,36701,35260,37121,38728,38472,41734,49077,57558,76146,48470,35757,34000,28797,15391,4543,530,0,0,773074
82,202305,3호선,양재(서초구청),98,8186,58007,146418,279244,151844,89715,82054,83240,93802,89939,100062,118839,189230,267861,138499,98176,92285,68315,28888,5786,20,2,0,2190510
83,202305,3호선,연신내,265,29543,64304,151399,180359,125250,96119,95878,102830,99271,96860,109232,128522,137858,179268,146966,95804,87855,75528,46762,13711,47,0,0,2063631
84,202305,3호선,오금,41,4391,12557,35680,44523,22716,15025,13102,14621,14997,13988,16073,18774,26383,34126,21720,14270,13181,14455,7699,2532,3,0,0,360857
85,202305,3호선,옥수,285,4067,15420,33073,45932,34066,25422,25127,26086,27752,28929,31293,35664,43052,52054,36445,26615,24132,21181,10393,2471,3,0,0,549462
86,202305,3호선,을지로3가,13,1747,10317,38127,86089,40290,27323,26135,25906,28593,29858,31443,36291,60083,90769,41305,27348,26795,21441,12557,1976,3,0,0,664409
87,202305,3호선,일원,12,4042,21275,59918,51082,37702,35522,31545,33911,32932,33785,38289,46856,51642,41122,29417,19119,16690,16339,7128,2175,71,0,0,610574
88,202305,3호선,잠원,1,1886,13036,19864,28216,18264,13714,13691,14126,15425,14053,16185,19970,23560,23814,16454,11237,11523,11199,5271,1403,1,0,0,292893
89,202305,3호선,종로3가,38,1901,7475,18051,49481,49152,43139,38844,38438,38989,40079,42664,45213,56220,76360,43375,26474,26976,21505,11258,1804,12,0,0,677448
90,202305,3호선,지축,11,3887,15835,34958,37736,22862,16094,14770,16000,16288,15673,18476,23697,27059,35961,26794,18697,16438,13989,7586,1384,0,0,0,384195
91,202305,3호선,충무로,0,0,0,0,1,1,4,1,4,3,1,1,2,8,7,2,1,6,3,6,2,0,0,0,53
92,202305,3호선,학여울,12,924,3777,8041,13566,8598,7287,7442,8082,8544,8368,8943,10642,12250,13124,6286,4495,4226,3241,1604,511,0,0,0,139963
93,202305,3호선,홍제,111,12541,32892,80710,100042,71498,55849,51664,54942,54294,53443,59753,69366,75949,94441,69928,46530,41484,35594,20768,4817,0,0,0,1086616
94,202305,4호선,길음,21,13577,44388,107635,125785,82323,63477,61888,61391,62980,63363,67378,81036,98081,120475,86716,58466,52833,53450,28452,7530,0,0,0,1341245
95,202305,4호선,남태령,24,549,2498,6750,9461,5006,3752,3638,3870,3416,3567,3714,5244,7234,6110,3194,2741,2197,1321,713,170,0,0,0,75169
96,202305,4호선,노원,241,13666,33223,67875,91173,67919,53322,52778,60491,62858,61162,67113,78952,93369,121137,94004,67479,61179,55102,32309,9463,813,0,0,1245628
97,202305,4호선,당고개,75,9469,21894,48932,49117,35097,28803,26723,27033,26255,25984,27374,31266,34327,40472,34381,23329,20832,17678,12218,4107,494,0,0,545860
98,202305,4호선,동대문,296,7871,19038,42918,81307,82229,82765,88019,85782,91123,96375,98505,99206,111966,84711,57743,44660,41621,25657,14794,2564,92,0,0,1259242
99,202305,4호선,동대문역사문화공원(DDP),338,7973,19339,37710,78655,54160,49229,51592,50708,55462,61108,66071,70683,88858,106728,73949,56256,51576,40119,23706,5289,44,0,0,1049553
100,202305,4호선,동작(현충원),24,629,2994,5364,9256,6885,5783,5773,5774,6861,6560,8105,7769,8899,10842,6581,5754,4246,3173,1528,505,71,0,0,113376
101,202305,4호선,명동,35,2758,22666,60953,142001,119597,97662,104837,113782,114818,118025,136118,142269,166032,195704,120782,104626,94683,74976,32046,4645,91,0,0,1969106
102,202305,4호선,미아(서울사이버대학),49,14133,29441,64888,92440,56431,42459,47087,44738,44367,48097,50696,58300,66912,77863,58516,37818,33659,29791,17350,4368,0,1,0,919404
103,202305,4호선,미아사거리,59,19826,48876,115456,133017,96152,74049,73180,76097,77765,80167,92317,106802,115098,148400,113932,81459,64863,55049,29875,7094,0,0,0,1609533
104,202305,4호선,사당,217,13085,47664,101060,124994,98721,72838,71119,74455,70818,69774,73655,87579,116222,148724,96258,71089,71499,65138,37562,8504,899,0,0,1521874
105,202305,4호선,삼각지,8,1083,7835,20483,30167,17603,14653,16241,17546,19865,18576,19539,24103,32209,44180,24777,18647,19142,16575,9560,2017,11,1,0,374821
106,202305,4호선,상계,44,16091,47555,108800,99981,64798,49924,48240,53600,50634,49091,54562,66860,73581,91010,78329,50336,46353,43834,26137,6425,639,0,0,1126824
107,202305,4호선,서울역,342,5692,25541,54009,104037,73086,43086,43861,50271,49668,46356,52221,60474,89283,102535,56460,40409,36012,29132,14080,3510,321,0,0,980386
108,202305,4호선,성신여대입구(돈암),55,8671,28780,66536,101951,68459,55857,68812,65148,66377,75085,74138,85549,105444,123946,87845,67642,67231,60984,35060,9403,0,0,0,1322973
109,202305,4호선,수유(강북구청),135,27613,62693,139411,182676,125143,91819,91081,96323,96937,97173,106569,128215,148314,194712,151403,103422,93814,83665,53869,12346,0,0,0,2087333
110,202305,4호선,숙대입구(갈월),15,4116,15993,42706,81938,54056,47428,43517,41742,46182,44254,48535,64474,76522,94749,52986,40833,41542,35348,19530,3757,0,0,0,900223
111,202305,4호선,신용산,8,2716,17670,51833,109848,82432,47587,46059,48750,54239,51766,58748,71051,100738,139381,70825,52146,47093,35176,17227,2676,17,0,0,1107986
112,202305,4호선,쌍문,217,27367,64658,144176,158292,104203,77284,71441,76411,72316,69887,78852,94621,108514,141906,120565,79865,70828,64753,40708,10972,28,1,0,1677865
113,202305,4호선,이촌(국립중앙박물관),15,2358,12386,28021,47314,35315,30025,29645,36086,39247,39011,42206,46700,48107,51181,26735,19806,17667,13286,6473,1805,22,0,0,573411
114,202305,4호선,창동,2169,21073,54445,107879,121626,87196,74337,71759,77917,81695,82549,90926,103477,113871,141387,107337,70708,63623,55709,32438,10712,128,0,0,1572961
115,202305,4호선,총신대입구(이수),153,7803,27793,68661,105409,73433,56138,54604,59510,62913,62055,67901,78210,93545,122187,75316,55451,48041,41198,22386,4895,731,0,0,1188333
116,202305,4호선,충무로,91,7504,29019,72724,199457,131573,94711,86611,85105,91192,89113,92059,103977,145142,200443,100826,75877,73706,65619,41096,9481,134,1,0,1795461
117,202305,4호선,한성대입구(삼선교),40,8114,22220,51562,70933,55107,46236,44604,48376,50859,50185,52100,65817,70378,72558,53679,42062,37900,34787,19039,7242,1978,0,0,905776
118,202305,4호선,혜화,26,6736,32675,70954,148499,124027,109535,109039,123493,148795,146914,158449,168547,193395,212832,136829,106721,125097,115945,50910,11093,419,0,0,2300930
119,202305,4호선,회현(남대문시장),30,2106,23531,61862,151807,121659,105382,115325,113482,117512,125934,125095,126899,136565,154049,68715,58025,30405,19468,8749,2072,144,0,0,1668816
120,202305,5호선,강동,88,13045,32559,86672,116724,63144,47281,43225,45221,49888,48292,52527,60014,77811,98856,63693,45389,39789,34708,20617,7939,0,0,0,1047482
121,202305,5호선,강일,1,3690,13453,31786,31936,18210,14563,12211,13621,13094,12347,14847,18543,21798,26949,21614,13036,11847,10260,6582,2087,0,0,0,312475
122,202305,5호선,개롱,11,4536,13779,32074,39574,22154,17578,16752,17696,18941,17871,19307,26596,29495,33824,26810,16456,14441,14055,7079,2254,0,0,0,391283
123,202305,5호선,개화산,2,5212,13807,29201,37015,19577,14125,14541,16157,14425,13682,15662,18987,23720,29808,21342,13337,12169,10998,5426,2178,39,0,0,331410
124,202305,5호선,거여,1,7308,20975,60156,62719,35204,25026,22861,23813,26039,23360,26608,37360,41157,53496,41228,25059,21158,21522,11384,3815,0,0,0,590249
125,202305,5호선,고덕,11,6312,19056,48268,44805,32115,29329,28081,29639,32190,29861,35824,43253,42223,49252,37565,23261,22397,21025,9074,3793,214,0,0,587548
126,202305,5호선,공덕,17,2997,13731,54033,112098,58217,32270,32639,34190,35688,33399,36094,44394,73091,110375,48952,34743,34915,28796,13579,2795,3,0,0,837016
127,202305,5호선,광나루(장신대),3,7987,25417,58438,84402,54363,42073,38956,39873,41780,39445,43944,52208,59769,74898,47640,34149,34116,27558,14363,3407,0,0,0,824789
128,202305,5호선,광화문(세종문화회관),12,2460,32303,91940,281345,139084,76411,82486,79204,92319,90063,96027,107868,161956,258030,102118,78294,77837,51470,19814,2654,0,0,0,1923695
129,202305,5호선,군자(능동),69,8830,17941,44158,75156,41213,28597,26650,29734,31674,31096,33687,41840,55693,81237,52504,36726,34196,31776,19809,7647,1126,0,0,731359
130,202305,5호선,굽은다리(강동구민회관앞),3,8402,18094,43447,53655,33336,25960,25427,26580,27611,25974,27449,33892,36317,50814,36362,24722,22370,20860,9844,3741,0,0,0,554860
131,202305,5호선,길동,8,5721,14159,31627,45504,30102,24763,24451,25604,26294,26112,28019,32880,35786,44470,30351,20107,17393,15143,7814,3221,0,0,0,489529
132,202305,5호선,김포공항,6,3883,13581,21338,27794,22967,24754,28223,30094,33640,33350,34899,35451,40548,42818,28383,20489,16905,13651,6199,876,1,0,0,479850
133,202305,5호선,까치산,234,28595,56004,140546,178306,101987,69328,64992,71118,68618,66299,75631,90906,107537,154227,118847,81663,76294,63306,38824,10712,404,0,0,1664378
134,202305,5호선,답십리,19,11148,27410,70743,108140,56002,37202,33850,37288,39232,36498,40894,49046,63558,89462,53327,37432,32615,28621,16100,4692,1,0,0,873280
135,202305,5호선,동대문역사문화공원(DDP),0,521,3338,10988,31981,14479,7219,6445,6047,6478,7198,7412,9038,14335,23528,10243,6357,5722,4587,2700,674,3,0,0,179293
136,202305,5호선,둔촌동,2,5533,23619,36149,47676,29989,23732,22244,24115,25769,25042,28485,36456,43238,50958,33109,19692,19633,16300,8724,2059,0,0,0,522524
137,202305,5호선,마곡,2,7626,20638,42614,75906,46417,26728,23999,25416,27254,26674,30165,40446,51323,67040,39164,24890,21737,18222,8693,2924,1,0,0,627879
138,202305,5호선,마장,4,3096,10124,22918,36867,23246,17380,15975,18155,17303,16253,17188,20741,24414,30210,19513,13703,12538,11015,5998,1627,14,0,0,338282
139,202305,5호선,마천,70,7797,18802,49944,46312,25933,18904,16967,18257,17794,16364,20556,24875,27647,37691,29047,17045,16429,14731,9004,3519,0,0,0,437688
140,202305,5호선,마포,10,4008,16556,49117,109882,54003,33600,34952,35402,37338,33796,37148,43402,66598,101852,48107,35894,36016,28371,15112,2865,0,0,0,824029
141,202305,5호선,명일,21,7270,18328,44036,47929,30583,27285,24641,24706,26483,25380,27973,35400,33688,50519,38291,22877,20255,18763,10530,3815,2,0,0,538775
142,202305,5호선,목동,15,10486,28038,78817,101534,59879,42769,39683,42256,44792,43496,47465,57833,74401,108327,71785,46150,44632,43964,21194,6193,0,0,0,1013709
143,202305,5호선,미사,18,8812,31477,84226,92405,56647,43096,39964,44272,43309,45464,48575,58987,76351,94669,84984,54591,47857,41790,25565,7995,0,0,0,1031054
144,202305,5호선,발산,3,6407,26263,69724,148696,79339,52995,54929,58231,61951,62299,68454,77469,107230,142684,79426,54802,51190,42513,20478,4898,0,0,0,1269981
145,202305,5호선,방이,1,3516,12099,28394,43189,24458,18782,16609,20766,20970,20629,23184,26471,35950,42255,27572,18917,19429,19046,7589,1704,0,0,0,431530
146,202305,5호선,방화,7,5368,15405,33939,40778,23082,18225,18342,19803,19624,19367,21336,24287,26582,32003,25143,16712,14312,12918,7999,2872,273,0,0,398377
147,202305,5호선,상일동,64,12269,41010,88624,75074,46071,34357,30046,35115,34495,32207,39754,44423,57274,75519,59772,36360,32427,27952,16291,7182,1477,0,0,827763
148,202305,5호선,서대문,17,4983,23211,91059,188694,70342,43301,44528,42749,46324,46864,50010,63191,98963,141492,48619,37256,35344,26482,12863,2682,37,2,0,1119013
149,202305,5호선,송정,27,5293,12697,27569,34917,23413,18230,17348,18458,18003,17960,19097,22871,25687,32152,23905,16659,15049,13003,7498,2261,1,0,0,372098
150,202305,5호선,신금호,35,3626,10873,30992,42068,23858,16068,16196,18043,18079,18376,19759,25762,28425,36699,25329,17340,15354,12913,7434,2283,0,0,0,389512
151,202305,5호선,신길,76,2782,6409,20901,37118,17506,10064,8796,9342,9183,8824,9909,12897,19861,31317,16533,13201,13297,12116,7566,2178,0,0,0,269876
152,202305,5호선,신정(은행정),114,14536,28861,75865,92125,48124,29669,26751,28967,29111,26860,30453,38377,45359,64804,45298,31122,29293,26995,15805,4449,0,0,0,732938
153,202305,5호선,아차산(어린이대공원후문),2,11103,23927,58663,92442,56506,44852,42556,46223,47455,47999,54489,59506,65628,82927,55771,39231,34668,28021,15614,4043,1,0,0,911627
154,202305,5호선,애오개,64,3027,11468,28494,51976,26659,16212,15988,17373,18693,17184,18677,21601,27759,43450,21556,14571,12714,11173,6015,2389,417,0,0,387460
155,202305,5호선,양평,3,3019,11386,34058,64431,26960,14434,13801,15033,15298,13807,15771,19207,28888,51575,24396,16382,14779,12972,7522,1971,0,0,0,405693
156,202305,5호선,여의나루,10,2798,17322,51889,81679,41519,32800,31038,36804,43661,50618,60558,70857,99413,117893,72236,69853,56398,44206,17559,2611,0,0,0,1001722
157,202305,5호선,여의도,2,5688,34005,147769,227872,93534,48689,55946,54242,65109,61239,68570,84672,171040,206073,84784,67275,54174,34723,13933,3469,1,0,0,1582809
158,202305,5호선,영등포구청,4,2038,5333,14796,36985,16143,8806,8771,9588,10156,9889,10590,12278,17532,33776,13926,9359,8937,7375,3931,884,0,0,0,241097
